hour,eic,name,tso,direction,hub_from,hub_to,substation_from,substation_to,element_type,fmax_type,u,imax,fmax,frm,fref,ram,contingency_count,tso_disagreement
2024-08-29 10:00:00+00:00,10T-HR-HU-000025,Zerjavinec - Heviz,MAVIR,OPPOSITE,HR,HU,Zerjavinec,Heviz,TieLine,FIXED,380.0,1920.0,1330.0,133.0,399.0,1113.0,1,False
2024-08-29 10:00:00+00:00,10T-HR-HU-000033,Pecs - Ernestinovo1 491A,HOPS,OPPOSITE,HU,HR,Pecs,Ernestinovo,TieLine,SEASONAL,380.0,1920.0,1330.0,133.0,624.0,917.0,1,False
2024-08-29 10:00:00+00:00,10T-HR-SI-000022,Pehlin - Divaca,HOPS,DIRECT,HR,SI,Pehlin,Divaca,TieLine,SEASONAL,220.0,960.0,374.0,37.0,-3.0,139.0,1,False
2024-08-29 10:00:00+00:00,10T-HR-SI-000022,Pehlin - Divaca,HOPS,OPPOSITE,HR,SI,Pehlin,Divaca,TieLine,SEASONAL,220.0,960.0,374.0,37.0,3.0,535.0,1,False
2024-08-29 10:00:00+00:00,10T-HR-SI-00004Z,Tumbri - Krsko 1,HOPS,OPPOSITE,HR,SI,Tumbri,Krsko,TieLine,SEASONAL,380.0,1920.0,1330.0,133.0,371.0,1266.0,1,False
2024-08-29 10:00:00+00:00,10T-HU-SK-00001T,Levice - God,SEPS,DIRECT,SK,HU,Levice,God,TieLine,FIXED,380.0,2000.0,1386.0,139.0,599.0,759.0,1,False
2024-08-29 10:00:00+00:00,10T-HU-UA-00002F,Kisvarda - Mukachevo,MAVIR,DIRECT,HU,UA,Kisvarda,Mukachevo,TieLine,SEASONAL,220.0,640.0,249.0,25.0,79.0,153.0,1,False
2024-08-29 10:00:00+00:00,10T-RO-RS-00001V,Portile de Fier - Djerdap,TRANSELECTRICA,OPPOSITE,RO,RS,Portile de Fier,Djerdap,TieLine,SEASONAL,380.0,1836.0,1272.0,127.0,250.0,768.0,1,False
2024-08-29 10:00:00+00:00,10T-SK-UA-00001W,V.Kapusany - Mukachevo (WPS),SEPS,DIRECT,SK,UA,Velke Kapusany,Mukachevo,TieLine,SEASONAL,380.0,1570.0,1088.0,109.0,289.0,844.0,1,False
2024-08-29 10:00:00+00:00,10T-SK-UA-00001W,V.Kapusany - Mukachevo (WPS),SEPS,OPPOSITE,SK,UA,Velke Kapusany,Mukachevo,TieLine,SEASONAL,380.0,1570.0,1088.0,109.0,-289.0,1114.0,1,False
2024-08-29 10:00:00+00:00,10T1001A1001A09N,Dobrzen - Detmarovice,PSE,DIRECT,PL,CZ,Dobrzen,Detmarovice,TieLine,DYNAMIC,380.0,1746.0,1210.0,121.0,803.0,674.0,1,False
2024-08-29 10:00:00+00:00,10T1001C--00035Z,Westtirol - Silz 413,APG,OPPOSITE,AT,DE,Westtirol,Silz,TieLine,SEASONAL,220.0,2080.0,811.0,81.0,242.0,487.0,1,False
2024-08-29 10:00:00+00:00,10T1001C--00056R,Gabcikovo - Gonyu,MAVIR,DIRECT,SK,HU,Gabcikovo,Gonyu,TieLine,FIXED,380.0,2000.0,1386.0,139.0,331.0,1066.0,1,False
2024-08-29 10:00:00+00:00,10T1001C--00056R,Gabcikovo - Gonyu,MAVIR,OPPOSITE,SK,HU,Gabcikovo,Gonyu,TieLine,FIXED,380.0,2000.0,1386.0,139.0,112.0,1213.0,2,False
2024-08-29 10:00:00+00:00,10T1001C--00061Y,Y-St.Peter (-Altheim - Simbach) 233/230,TENNETGMBH,DIRECT,DE,AT,Y Simbach,St. Peter,TieLine,DYNAMIC,220.0,1207.0,470.0,47.0,388.0,177.0,1,False
2024-08-29 10:00:00+00:00,10T1001C--00101B,Cirkovce - Heviz,MAVIR,DIRECT,SI,HU,Cirkovce,Heviz,TieLine,FIXED,380.0,2000.0,1109.0,139.0,-402.0,1113.0,3,True
2024-08-29 10:00:00+00:00,10T1001C--00101B,Cirkovce - Heviz,MAVIR,OPPOSITE,SI,HU,Cirkovce,Heviz,TieLine,FIXED,380.0,2000.0,1109.0,139.0,402.0,826.0,2,True
2024-08-29 10:00:00+00:00,10T1001C--001223,Sokolnice - Zaya - V244,CEPS,DIRECT,CZ,AT,Sokolnice,Zaya,TieLine,DYNAMIC,220.0,699.0,272.0,27.0,79.0,215.0,1,False
2024-08-29 10:00:00+00:00,10T1001C--001223,Sokolnice - Zaya - V244,CEPS,OPPOSITE,CZ,AT,Sokolnice,Zaya,TieLine,DYNAMIC,220.0,699.0,272.0,27.0,-79.0,275.0,1,False
2024-08-29 10:00:00+00:00,11T0-0000-0013-F,PST Vierraden 441,50HERTZ,DIRECT,DE,DE,Vierraden,Vierraden,PST,FIXED,380.0,2000.0,1386.0,139.0,781.0,565.0,1,False
2024-08-29 10:00:00+00:00,11T0-0000-0103-E,Etzenricht - Mechlenreuth 437,TENNETGMBH,DIRECT,DE,DE,Etzenricht,Mechlenreuth,Line,DYNAMIC,380.0,2417.0,1675.0,167.0,248.0,1029.0,1,False
2024-08-29 10:00:00+00:00,11T0-0000-0781-W,Y-Oberzier (-Paffendorf - Sechtem) SECHTM N,AMPRION,DIRECT,DE,DE,Oberzier,Y-Paffendorf,Line,DYNAMIC,380.0,2775.0,1923.0,192.0,349.0,1213.0,2,False
2024-08-29 10:00:00+00:00,11T0-0000-0986-7,Y-Altheim (-Simbach - St. Peter) 234/230,TENNETGMBH,OPPOSITE,DE,AT,Altheim,St. Peter,TieLine,DYNAMIC,220.0,910.0,355.0,35.0,306.0,164.0,1,False
2024-08-29 10:00:00+00:00,11TD2L000000003L,Altheim - Sittling 219,TENNETGMBH,DIRECT,DE,DE,Altheim,Sittling,Line,DYNAMIC,220.0,910.0,355.0,35.0,119.0,270.0,1,False
2024-08-29 10:00:00+00:00,11TD400000543-LM,Hoepfingen - Hueffenhardt ge,TRANSNETBW,DIRECT,DE,DE,Hoepfingen,Hueffenhardt,Line,DYNAMIC,380.0,2630.0,1822.0,182.0,970.0,879.0,1,False
2024-08-29 10:00:00+00:00,11TD8L555------W,Dresden/Sued - Schmoelln 555,50HERTZ,OPPOSITE,DE,DE,Dresden/Sued,Schmoelln,Line,FIXED,380.0,2500.0,1732.0,173.0,1190.0,836.0,1,False
2024-08-29 10:00:00+00:00,14T-220-0-0267BG,Rosegg - Villach Sued 267B,APG,DIRECT,AT,AT,Rosegg,Villach,Line,SEASONAL,220.0,2115.0,824.0,82.0,91.0,523.0,1,False
2024-08-29 10:00:00+00:00,14T-38220-EH0425,Ernsthofen 2 - Ernsthofen 1 EHRHU41,APG,DIRECT,AT,AT,Ernsthofen 2,Ernsthofen 1,Transformer,SEASONAL,220.0,1556.0,606.0,61.0,158.0,396.0,1,False
2024-08-29 10:00:00+00:00,14T-38220-WT041O,Westtirol 1 - Westtirol 2 WTRHU41,APG,OPPOSITE,AT,AT,Westtirol 1,Westtirol 2,Transformer,SEASONAL,220.0,1443.0,1000.0,100.0,599.0,243.0,1,False
2024-08-29 10:00:00+00:00,14T-38220-ZZ041D,Zell am Ziller 1 - Zell am Ziller 2 ZZRHU41,APG,DIRECT,AT,AT,Zell am Ziller 1,Zell am Ziller 2,Transformer,SEASONAL,220.0,1732.0,1200.0,120.0,-76.0,842.0,1,False
2024-08-29 10:00:00+00:00,15T-M00000043583,Kerepes - Zuglo 1,MAVIR,DIRECT,HU,HU,Kerepes,Zuglo,Line,SEASONAL,220.0,1139.0,444.0,44.0,138.0,315.0,1,False
2024-08-29 10:00:00+00:00,15T-M000002791-J,Gonyu - Gyor,MAVIR,DIRECT,HU,HU,Gonyu,Gyor,Line,FIXED,380.0,2000.0,1386.0,139.0,625.0,947.0,1,False
2024-08-29 10:00:00+00:00,15T-M000002791-J,Gonyu - Gyor,MAVIR,OPPOSITE,HU,HU,Gonyu,Gyor,Line,FIXED,380.0,2000.0,1386.0,139.0,-625.0,1547.0,1,False
2024-08-29 10:00:00+00:00,19T000000001304A,Krosno Iskrzynia - Rzeszow,PSE,OPPOSITE,PL,PL,Krosno Iskrzynia,Rzeszow,Line,DYNAMIC,380.0,1239.0,858.0,86.0,691.0,437.0,1,False
2024-08-29 10:00:00+00:00,19T0000000063830,Mikulowa PST1,PSE,OPPOSITE,PL,PL,Mikulowa PST1,Mikulowa PST1,PST,DYNAMIC,380.0,1905.0,1320.0,132.0,-61.0,1175.0,1,False
2024-08-29 10:00:00+00:00,22T-BE-IN-LI0130,Gramme - Achene 380.10,ELIA,DIRECT,BE,BE,Achene,Gramme,Line,SEASONAL,380.0,1999.0,1385.0,138.0,-703.0,1338.0,2,False
2024-08-29 10:00:00+00:00,22T-BE-IN-LI0130,Gramme - Achene 380.10,ELIA,OPPOSITE,BE,BE,Achene,Gramme,Line,SEASONAL,380.0,1999.0,1385.0,138.0,703.0,1051.0,3,False
2024-08-29 10:00:00+00:00,22T-BE-IN-LI018R,Lixhe - Gramme 380.11,ELIA,DIRECT,BE,BE,Gramme,Lixhe,Line,SEASONAL,380.0,2051.0,1421.0,142.0,-122.0,905.0,1,False
2024-08-29 10:00:00+00:00,22T20161020---3A,Y-Mercator (-Horta  - Rodenhuize) 380.74,ELIA,DIRECT,BE,BE,Mercator,Rodenhuize,Line,SEASONAL,380.0,4140.0,2868.0,287.0,1563.0,1727.0,1,False
2024-08-29 10:00:00+00:00,24T-V425-0000004,V.Dur - Krizovany,SEPS,DIRECT,SK,SK,V.Dur,Krizovany,Line,FIXED,380.0,2100.0,1455.0,145.0,-130.0,1280.0,1,False
2024-08-29 10:00:00+00:00,24T-V490-000000G,V.Dur - Levice 1,SEPS,DIRECT,SK,SK,V.Dur,Levice,Line,FIXED,380.0,2100.0,1455.0,145.0,805.0,620.0,1,False
2024-08-29 10:00:00+00:00,24T-V493-000000Q,H.Zdana - Sucany,SEPS,DIRECT,SK,SK,H.Zdana,Sucany,Line,FIXED,380.0,2000.0,1386.0,139.0,95.0,836.0,1,False
2024-08-29 10:00:00+00:00,30T-ROSI400AT--1,TR Rosiori 400/220 1,TRANSELECTRICA,DIRECT,RO,RO,Rosiori,Rosiori,Transformer,SEASONAL,220.0,577.0,400.0,40.0,312.0,86.0,1,False
2024-08-29 10:00:00+00:00,30TPARO220TRGJ-Q,Paroseni - Targu Jiu Nord,TRANSELECTRICA,OPPOSITE,RO,RO,Paroseni,Targu Jiu Nord,Line,SEASONAL,220.0,690.0,269.0,27.0,182.0,113.0,4,False
2024-08-29 10:00:00+00:00,49T0000000000274,Krimpen a/d IJssel - Geertruidenberg 380 Wit,TENNETBV,DIRECT,NL,NL,Krimpen a/d IJssel,Geertruidenberg,Line,SEASONAL,380.0,2826.0,1958.0,196.0,408.0,2510.0,1,False
2024-08-29 10:00:00+00:00,49T0000000000274,Krimpen a/d IJssel - Geertruidenberg 380 Wit,TENNETBV,OPPOSITE,NL,NL,Krimpen a/d IJssel,Geertruidenberg,Line,SEASONAL,380.0,2826.0,1958.0,196.0,-408.0,1235.0,1,False
2024-08-29 11:00:00+00:00,10T-AT-CZ-00004V,Slavetice - Durnrohr - V438,CEPS,DIRECT,CZ,AT,Slavetice,Durnrohr,TieLine,DYNAMIC,380.0,2369.0,1641.0,164.0,401.0,1175.0,1,False
2024-08-29 11:00:00+00:00,10T-AT-SI-00001T,Kainachtal - Maribor 473,APG,DIRECT,AT,SI,Kainachtal,Maribor,TieLine,SEASONAL,380.0,1920.0,1330.0,133.0,926.0,977.0,1,False
2024-08-29 11:00:00+00:00,10T-AT-SI-00001T,Kainachtal - Maribor 473,APG,OPPOSITE,AT,SI,Kainachtal,Maribor,TieLine,SEASONAL,380.0,1920.0,1330.0,133.0,-926.0,1417.0,1,False
2024-08-29 11:00:00+00:00,10T-AT-SI-00003P,Obersielach - Podlog 247,APG,DIRECT,AT,SI,Obersielach,Podlog,TieLine,SEASONAL,220.0,936.0,365.0,36.0,266.0,259.0,4,False
2024-08-29 11:00:00+00:00,10T-AT-SI-00003P,Obersielach - Podlog 247,APG,OPPOSITE,AT,SI,Obersielach,Podlog,TieLine,SEASONAL,220.0,936.0,365.0,36.0,-266.0,388.0,3,False
2024-08-29 11:00:00+00:00,10T-BE-NL-00001I,Maasbracht - Van Eyck 380 Black/27,ELIA,DIRECT,BE,NL,Van Eyck,Maasbracht,TieLine,SEASONAL,380.0,1999.0,1385.0,138.0,313.0,878.0,5,False
2024-08-29 11:00:00+00:00,10T-BE-NL-00001I,Maasbracht - Van Eyck 380 Black/27,ELIA,OPPOSITE,BE,NL,Van Eyck,Maasbracht,TieLine,SEASONAL,380.0,1999.0,1385.0,138.0,-433.0,1402.0,6,False
2024-08-29 11:00:00+00:00,10T-BE-NL-00003E,Rilland - Zandvliet 380 Grey/29,ELIA,OPPOSITE,BE,NL,Zandvliet,Rilland,TieLine,SEASONAL,380.0,4000.0,2771.0,277.0,1155.0,2593.0,1,False
2024-08-29 11:00:00+00:00,10T-CZ-DE-00001W,Hradec - Etzenricht,CEPS,OPPOSITE,CZ,DE,Hradec,Etzenricht,TieLine,FIXED,380.0,2000.0,1386.0,139.0,500.0,940.0,1,False
2024-08-29 11:00:00+00:00,10T-CZ-DE-00003S,Hradec - Rohrsdorf - V446,CEPS,DIRECT,CZ,DE,Hradec,Rohrsdorf,TieLine,DYNAMIC,380.0,2088.0,1447.0,145.0,-490.0,1337.0,1,False
2024-08-29 11:00:00+00:00,10T-CZ-DE-00003S,Hradec - Rohrsdorf - V446,CEPS,OPPOSITE,CZ,DE,Hradec,Rohrsdorf,TieLine,DYNAMIC,380.0,2088.0,1447.0,145.0,490.0,1267.0,1,False
2024-08-29 11:00:00+00:00,10T-CZ-DE-00004Q,Etzenricht - Prestice 442,TENNETGMBH,DIRECT,DE,CZ,Etzenricht,Prestice,TieLine,FIXED,380.0,2265.0,1569.0,157.0,574.0,1084.0,1,False
2024-08-29 11:00:00+00:00,10T-CZ-PL-00004A,Wielopole - Nosovice,PSE,DIRECT,PL,CZ,Wielopole,Nosovice,TieLine,DYNAMIC,380.0,1770.0,1226.0,123.0,645.0,844.0,1,False
2024-08-29 11:00:00+00:00,10T-CZ-PL-00004A,Wielopole - Nosovice,PSE,OPPOSITE,PL,CZ,Wielopole,Nosovice,TieLine,DYNAMIC,380.0,1770.0,1226.0,123.0,-645.0,1362.0,1,False
2024-08-29 11:00:00+00:00,10T-CZ-SK-00001Y,Liskovec - P. Bystrica,CEPS,DIRECT,CZ,SK,Liskovec,P. Bystrica,TieLine,FIXED,220.0,665.0,259.0,26.0,171.0,185.0,1,False
2024-08-29 11:00:00+00:00,10T-CZ-SK-00001Y,Liskovec - P. Bystrica,CEPS,OPPOSITE,CZ,SK,Liskovec,P. Bystrica,TieLine,FIXED,220.0,665.0,259.0,26.0,-171.0,281.0,1,False
2024-08-29 11:00:00+00:00,10T-CZ-SK-00002W,Nosovice - Varin,CEPS,DIRECT,CZ,SK,Nosovice,Varin,TieLine,FIXED,380.0,1720.0,1192.0,119.0,928.0,745.0,1,False
2024-08-29 11:00:00+00:00,10T-CZ-SK-00002W,Nosovice - Varin,CEPS,OPPOSITE,CZ,SK,Nosovice,Varin,TieLine,FIXED,380.0,1720.0,1192.0,119.0,-928.0,792.0,2,False
2024-08-29 11:00:00+00:00,10T-CZ-SK-00003U,Sokolnice - Krizovany,CEPS,DIRECT,CZ,SK,Sokolnice,Krizovany,TieLine,FIXED,380.0,2000.0,1386.0,139.0,728.0,942.0,3,False
2024-08-29 11:00:00+00:00,10T-CZ-SK-00003U,Sokolnice - Krizovany,CEPS,OPPOSITE,CZ,SK,Sokolnice,Krizovany,TieLine,FIXED,380.0,2000.0,1386.0,139.0,-728.0,1534.0,3,False
2024-08-29 11:00:00+00:00,10T-DE-NL-00002T,Diele - Meeden 380 White,TENNETBV,DIRECT,DE,NL,Diele,Meeden,TieLine,SEASONAL,380.0,1520.0,1053.0,105.0,-21.0,570.0,1,False
2024-08-29 11:00:00+00:00,10T-DE-NL-00002T,Diele - Meeden 380 White,TENNETBV,OPPOSITE,DE,NL,Diele,Meeden,TieLine,SEASONAL,380.0,1520.0,1053.0,105.0,660.0,686.0,2,False
2024-08-29 11:00:00+00:00,10T-DE-NL-00005N,Maasbracht - Oberzier 380 white,AMPRION,DIRECT,NL,DE,Maasbracht,Oberzier,TieLine,SEASONAL,380.0,2500.0,1732.0,173.0,836.0,1764.0,1,False
2024-08-29 11:00:00+00:00,10T-DE-NL-00005N,Maasbracht - Oberzier 380 white,AMPRION,OPPOSITE,NL,DE,Maasbracht,Oberzier,TieLine,SEASONAL,380.0,2500.0,1732.0,173.0,-372.0,1211.0,7,False
2024-08-29 11:00:00+00:00,10T-HR-HU-000033,Pecs - Ernestinovo1 491A,HOPS,OPPOSITE,HU,HR,Pecs,Ernestinovo,TieLine,SEASONAL,380.0,1920.0,1330.0,133.0,714.0,863.0,1,False
2024-08-29 11:00:00+00:00,10T-HR-SI-000022,Pehlin - Divaca,HOPS,DIRECT,HR,SI,Pehlin,Divaca,TieLine,SEASONAL,220.0,960.0,374.0,37.0,-35.0,127.0,1,False
2024-08-29 11:00:00+00:00,10T-HR-SI-000022,Pehlin - Divaca,HOPS,OPPOSITE,HR,SI,Pehlin,Divaca,TieLine,SEASONAL,220.0,960.0,374.0,37.0,60.0,414.0,2,False
2024-08-29 11:00:00+00:00,10T-HR-SI-00004Z,Tumbri - Krsko 1,HOPS,OPPOSITE,HR,SI,Tumbri,Krsko,TieLine,SEASONAL,380.0,1920.0,1330.0,133.0,519.0,1040.0,1,False
2024-08-29 11:00:00+00:00,10T-HU-SK-00001T,Levice - God,SEPS,DIRECT,SK,HU,Levice,God,TieLine,FIXED,380.0,2000.0,1386.0,139.0,688.0,740.0,1,False
2024-08-29 11:00:00+00:00,10T-HU-UA-00002F,Kisvarda - Mukachevo,MAVIR,DIRECT,HU,UA,Kisvarda,Mukachevo,TieLine,SEASONAL,220.0,640.0,249.0,25.0,83.0,154.0,1,False
2024-08-29 11:00:00+00:00,10T-RO-RS-00001V,Portile de Fier - Djerdap,TRANSELECTRICA,OPPOSITE,RO,RS,Portile de Fier,Djerdap,TieLine,SEASONAL,380.0,1836.0,1272.0,127.0,305.0,876.0,1,False
2024-08-29 11:00:00+00:00,10T-SK-UA-00001W,V.Kapusany - Mukachevo (WPS),SEPS,DIRECT,SK,UA,Velke Kapusany,Mukachevo,TieLine,SEASONAL,380.0,1570.0,1088.0,109.0,382.0,823.0,1,False
2024-08-29 11:00:00+00:00,10T-SK-UA-00001W,V.Kapusany - Mukachevo (WPS),SEPS,OPPOSITE,SK,UA,Velke Kapusany,Mukachevo,TieLine,SEASONAL,380.0,1570.0,1088.0,109.0,-382.0,1135.0,1,False
2024-08-29 11:00:00+00:00,10T1001A1001A09N,Dobrzen - Detmarovice,PSE,DIRECT,PL,CZ,Dobrzen,Detmarovice,TieLine,DYNAMIC,380.0,1725.0,1195.0,120.0,790.0,663.0,1,False
2024-08-29 11:00:00+00:00,10T1001C--00035Z,Westtirol - Silz 413,APG,OPPOSITE,AT,DE,Westtirol,Silz,TieLine,SEASONAL,220.0,2080.0,811.0,81.0,259.0,486.0,1,False
2024-08-29 11:00:00+00:00,10T1001C--00056R,Gabcikovo - Gonyu,MAVIR,DIRECT,SK,HU,Gabcikovo,Gonyu,TieLine,FIXED,380.0,2000.0,1386.0,139.0,397.0,1056.0,1,False
2024-08-29 11:00:00+00:00,10T1001C--00056R,Gabcikovo - Gonyu,MAVIR,OPPOSITE,SK,HU,Gabcikovo,Gonyu,TieLine,FIXED,380.0,2000.0,1386.0,139.0,71.0,1204.0,2,False
2024-08-29 11:00:00+00:00,10T1001C--00061Y,Y-St.Peter (-Altheim - Simbach) 233/230,TENNETGMBH,DIRECT,DE,AT,Y Simbach,St. Peter,TieLine,DYNAMIC,220.0,1195.0,466.0,47.0,398.0,176.0,1,False
2024-08-29 11:00:00+00:00,10T1001C--00101B,Cirkovce - Heviz,MAVIR,DIRECT,SI,HU,Cirkovce,Heviz,TieLine,FIXED,380.0,2000.0,1109.0,139.0,-270.0,1079.0,3,True
2024-08-29 11:00:00+00:00,10T1001C--00101B,Cirkovce - Heviz,MAVIR,OPPOSITE,SI,HU,Cirkovce,Heviz,TieLine,FIXED,380.0,2000.0,1109.0,139.0,270.0,906.0,3,True
2024-08-29 11:00:00+00:00,10T1001C--001223,Sokolnice - Zaya - V244,CEPS,DIRECT,CZ,AT,Sokolnice,Zaya,TieLine,DYNAMIC,220.0,693.0,270.0,27.0,78.0,210.0,1,False
2024-08-29 11:00:00+00:00,10T1001C--001223,Sokolnice - Zaya - V244,CEPS,OPPOSITE,CZ,AT,Sokolnice,Zaya,TieLine,DYNAMIC,220.0,693.0,270.0,27.0,-78.0,276.0,1,False
2024-08-29 11:00:00+00:00,11T0-0000-0013-F,PST Vierraden 441,50HERTZ,DIRECT,DE,DE,Vierraden,Vierraden,PST,FIXED,380.0,2000.0,1386.0,139.0,920.0,550.0,1,False
2024-08-29 11:00:00+00:00,11T0-0000-0103-E,Etzenricht - Mechlenreuth 437,TENNETGMBH,DIRECT,DE,DE,Etzenricht,Mechlenreuth,Line,DYNAMIC,380.0,2393.0,1658.0,166.0,196.0,1017.0,1,False
2024-08-29 11:00:00+00:00,11T0-0000-0604-N,Ensdorf - Uchtelfangen TAUBNT N,AMPRION,DIRECT,DE,DE,Ensdorf,Uchtelfangen,Line,FIXED,380.0,2684.0,1860.0,186.0,1005.0,392.0,1,False
2024-08-29 11:00:00+00:00,11T0-0000-0781-W,Y-Oberzier (-Paffendorf - Sechtem) SECHTM N,AMPRION,DIRECT,DE,DE,Oberzier,Y-Paffendorf,Line,DYNAMIC,380.0,2754.0,1908.0,191.0,374.0,1240.0,2,False
2024-08-29 11:00:00+00:00,11T0-0000-0986-7,Y-Altheim (-Simbach - St. Peter) 234/230,TENNETGMBH,OPPOSITE,DE,AT,Altheim,St. Peter,TieLine,DYNAMIC,220.0,901.0,351.0,35.0,320.0,162.0,1,False
2024-08-29 11:00:00+00:00,11TD2L000000003L,Altheim - Sittling 219,TENNETGMBH,DIRECT,DE,DE,Altheim,Sittling,Line,DYNAMIC,220.0,901.0,351.0,35.0,104.0,264.0,1,False
2024-08-29 11:00:00+00:00,11TD400000543-LM,Hoepfingen - Hueffenhardt ge,TRANSNETBW,DIRECT,DE,DE,Hoepfingen,Hueffenhardt,Line,DYNAMIC,380.0,2630.0,1822.0,182.0,952.0,864.0,1,False
2024-08-29 11:00:00+00:00,11TD8L555------W,Dresden/Sued - Schmoelln 555,50HERTZ,OPPOSITE,DE,DE,Dresden/Sued,Schmoelln,Line,FIXED,380.0,2500.0,1732.0,173.0,1055.0,837.0,1,False
2024-08-29 11:00:00+00:00,14T-220-0-0267BG,Rosegg - Villach Sued 267B,APG,DIRECT,AT,AT,Rosegg,Villach,Line,SEASONAL,220.0,2115.0,824.0,82.0,-53.0,631.0,1,False
2024-08-29 11:00:00+00:00,14T-38220-LI043U,Lienz 2 - Lienz 1 LIRHU43,APG,DIRECT,AT,AT,Lienz 2,Lienz 1,Transformer,SEASONAL,220.0,1425.0,555.0,56.0,-57.0,442.0,1,False
2024-08-29 11:00:00+00:00,14T-38220-WT041O,Westtirol 1 - Westtirol 2 WTRHU41,APG,OPPOSITE,AT,AT,Westtirol 1,Westtirol 2,Transformer,SEASONAL,220.0,1443.0,1000.0,100.0,567.0,291.0,1,False
2024-08-29 11:00:00+00:00,14T-38220-ZZ041D,Zell am Ziller 1 - Zell am Ziller 2 ZZRHU41,APG,DIRECT,AT,AT,Zell am Ziller 1,Zell am Ziller 2,Transformer,SEASONAL,220.0,1732.0,1200.0,120.0,-184.0,923.0,1,False
2024-08-29 11:00:00+00:00,15T-M00000043583,Kerepes - Zuglo 1,MAVIR,DIRECT,HU,HU,Kerepes,Zuglo,Line,SEASONAL,220.0,1139.0,444.0,44.0,149.0,314.0,1,False
2024-08-29 11:00:00+00:00,15T-M000002791-J,Gonyu - Gyor,MAVIR,DIRECT,HU,HU,Gonyu,Gyor,Line,FIXED,380.0,2000.0,1386.0,139.0,653.0,919.0,1,False
2024-08-29 11:00:00+00:00,15T-M000002791-J,Gonyu - Gyor,MAVIR,OPPOSITE,HU,HU,Gonyu,Gyor,Line,FIXED,380.0,2000.0,1386.0,139.0,-653.0,1575.0,1,False
2024-08-29 11:00:00+00:00,19T000000001304A,Krosno Iskrzynia - Rzeszow,PSE,OPPOSITE,PL,PL,Krosno Iskrzynia,Rzeszow,Line,DYNAMIC,380.0,1179.0,817.0,82.0,728.0,369.0,1,False
2024-08-29 11:00:00+00:00,19T0000000063830,Mikulowa PST1,PSE,OPPOSITE,PL,PL,Mikulowa PST1,Mikulowa PST1,PST,DYNAMIC,380.0,1905.0,1320.0,132.0,-273.0,1240.0,1,False
2024-08-29 11:00:00+00:00,22T-BE-IN-LI0130,Gramme - Achene 380.10,ELIA,DIRECT,BE,BE,Achene,Gramme,Line,SEASONAL,380.0,2032.0,1408.0,141.0,-762.0,1316.0,2,False
2024-08-29 11:00:00+00:00,22T-BE-IN-LI0130,Gramme - Achene 380.10,ELIA,OPPOSITE,BE,BE,Achene,Gramme,Line,SEASONAL,380.0,2032.0,1408.0,141.0,762.0,1104.0,3,False
2024-08-29 11:00:00+00:00,22T-BE-IN-LI018R,Lixhe - Gramme 380.11,ELIA,DIRECT,BE,BE,Gramme,Lixhe,Line,SEASONAL,380.0,2051.0,1421.0,142.0,-116.0,903.0,1,False
2024-08-29 11:00:00+00:00,22T20161020---3A,Y-Mercator (-Horta  - Rodenhuize) 380.74,ELIA,DIRECT,BE,BE,Mercator,Rodenhuize,Line,SEASONAL,380.0,4140.0,2868.0,287.0,1560.0,1829.0,1,False
2024-08-29 11:00:00+00:00,24T-V425-0000004,V.Dur - Krizovany,SEPS,DIRECT,SK,SK,V.Dur,Krizovany,Line,FIXED,380.0,2100.0,1455.0,145.0,-251.0,1287.0,1,False
2024-08-29 11:00:00+00:00,24T-V490-000000G,V.Dur - Levice 1,SEPS,DIRECT,SK,SK,V.Dur,Levice,Line,FIXED,380.0,2100.0,1455.0,145.0,891.0,614.0,1,False
2024-08-29 11:00:00+00:00,24T-V493-000000Q,H.Zdana - Sucany,SEPS,DIRECT,SK,SK,H.Zdana,Sucany,Line,FIXED,380.0,2000.0,1386.0,139.0,63.0,855.0,1,False
2024-08-29 11:00:00+00:00,30T-ROSI400AT--1,TR Rosiori 400/220 1,TRANSELECTRICA,DIRECT,RO,RO,Rosiori,Rosiori,Transformer,SEASONAL,220.0,577.0,400.0,40.0,345.0,86.0,1,False
2024-08-29 11:00:00+00:00,30TPARO220TRGJ-Q,Paroseni - Targu Jiu Nord,TRANSELECTRICA,OPPOSITE,RO,RO,Paroseni,Targu Jiu Nord,Line,SEASONAL,220.0,690.0,269.0,27.0,158.0,114.0,4,False
2024-08-29 11:00:00+00:00,49T0000000000096,Diemen - Lelystad 380 Wit,TENNETBV,OPPOSITE,NL,NL,Diemen,Lelystad,Line,SEASONAL,380.0,3000.0,2078.0,208.0,1179.0,981.0,1,False
2024-08-29 11:00:00+00:00,49T000000000022E,Lelystad - Ens 380 Wit,TENNETBV,OPPOSITE,NL,NL,Lelystad,Ens,Line,SEASONAL,380.0,4000.0,2771.0,277.0,1192.0,1163.0,1,False
2024-08-29 11:00:00+00:00,49T0000000000274,Krimpen a/d IJssel - Geertruidenberg 380 Wit,TENNETBV,DIRECT,NL,NL,Krimpen a/d IJssel,Geertruidenberg,Line,SEASONAL,380.0,2826.0,1958.0,196.0,484.0,2587.0,1,False
2024-08-29 11:00:00+00:00,49T0000000000274,Krimpen a/d IJssel - Geertruidenberg 380 Wit,TENNETBV,OPPOSITE,NL,NL,Krimpen a/d IJssel,Geertruidenberg,Line,SEASONAL,380.0,2826.0,1958.0,196.0,-484.0,1179.0,1,False
