hour,eic,name,tso,direction,hub_from,hub_to,substation_from,substation_to,element_type,fmax_type,u,imax,fmax,frm,fref,ram,contingency_count,tso_disagreement
2024-08-29 04:00:00+00:00,10T-CZ-PL-00004A,Wielopole - Nosovice,PSE,OPPOSITE,PL,CZ,Wielopole,Nosovice,TieLine,DYNAMIC,380.0,1980.0,1372.0,137.0,-424.0,1576.0,1,False
2024-08-29 04:00:00+00:00,10T-CZ-SK-00001Y,Liskovec - P. Bystrica,CEPS,DIRECT,CZ,SK,Liskovec,P. Bystrica,TieLine,FIXED,220.0,665.0,259.0,26.0,112.0,195.0,1,False
2024-08-29 04:00:00+00:00,10T-CZ-SK-00001Y,Liskovec - P. Bystrica,CEPS,OPPOSITE,CZ,SK,Liskovec,P. Bystrica,TieLine,FIXED,220.0,665.0,259.0,26.0,-112.0,271.0,1,False
2024-08-29 04:00:00+00:00,10T-CZ-SK-00002W,Nosovice - Varin,CEPS,DIRECT,CZ,SK,Nosovice,Varin,TieLine,FIXED,380.0,1720.0,1192.0,119.0,785.0,867.0,1,False
2024-08-29 04:00:00+00:00,10T-CZ-SK-00002W,Nosovice - Varin,CEPS,OPPOSITE,CZ,SK,Nosovice,Varin,TieLine,FIXED,380.0,1720.0,1192.0,119.0,-785.0,790.0,4,False
2024-08-29 04:00:00+00:00,10T-CZ-SK-00003U,Sokolnice - Krizovany,CEPS,DIRECT,CZ,SK,Sokolnice,Krizovany,TieLine,FIXED,380.0,2000.0,1386.0,139.0,630.0,1290.0,3,False
2024-08-29 04:00:00+00:00,10T-CZ-SK-00003U,Sokolnice - Krizovany,CEPS,OPPOSITE,CZ,SK,Sokolnice,Krizovany,TieLine,FIXED,380.0,2000.0,1386.0,139.0,-630.0,1144.0,3,False
2024-08-29 04:00:00+00:00,10T-DE-FR-000068,Ensdorf - Vigy VIGY2 S,AMPRION,DIRECT,DE,FR,Ensdorf,Vigy,TieLine,FIXED,380.0,2720.0,1884.0,188.0,-1776.0,3012.0,1,False
2024-08-29 04:00:00+00:00,10T-DE-FR-000068,Ensdorf - Vigy VIGY2 S,AMPRION,OPPOSITE,DE,FR,Ensdorf,Vigy,TieLine,FIXED,380.0,2720.0,1884.0,188.0,1776.0,380.0,1,False
2024-08-29 04:00:00+00:00,10T-DE-NL-00002T,Diele - Meeden 380 White,TENNETBV,DIRECT,DE,NL,Diele,Meeden,TieLine,SEASONAL,380.0,1520.0,1053.0,105.0,-138.0,697.0,1,False
2024-08-29 04:00:00+00:00,10T-DE-NL-00002T,Diele - Meeden 380 White,TENNETBV,OPPOSITE,DE,NL,Diele,Meeden,TieLine,SEASONAL,380.0,1520.0,1053.0,105.0,757.0,614.0,3,False
2024-08-29 04:00:00+00:00,10T-DE-NL-00005N,Maasbracht - Oberzier 380 white,AMPRION,DIRECT,NL,DE,Maasbracht,Oberzier,TieLine,SEASONAL,380.0,2500.0,1732.0,173.0,631.0,1177.0,6,False
2024-08-29 04:00:00+00:00,10T-DE-NL-00005N,Maasbracht - Oberzier 380 white,AMPRION,OPPOSITE,NL,DE,Maasbracht,Oberzier,TieLine,SEASONAL,380.0,2500.0,1732.0,173.0,-631.0,1822.0,3,False
2024-08-29 04:00:00+00:00,10T-HR-HU-000033,Pecs - Ernestinovo1 491A,HOPS,OPPOSITE,HU,HR,Pecs,Ernestinovo,TieLine,SEASONAL,380.0,1920.0,1330.0,133.0,124.0,1043.0,1,False
2024-08-29 04:00:00+00:00,10T-HR-SI-000022,Pehlin - Divaca,HOPS,DIRECT,HR,SI,Pehlin,Divaca,TieLine,SEASONAL,220.0,960.0,374.0,37.0,-35.0,183.0,1,False
2024-08-29 04:00:00+00:00,10T-HR-SI-000022,Pehlin - Divaca,HOPS,OPPOSITE,HR,SI,Pehlin,Divaca,TieLine,SEASONAL,220.0,960.0,374.0,37.0,15.0,415.0,2,False
2024-08-29 04:00:00+00:00,10T-HR-SI-00004Z,Tumbri - Krsko 1,HOPS,OPPOSITE,HR,SI,Tumbri,Krsko,TieLine,SEASONAL,380.0,1920.0,1330.0,133.0,441.0,1126.0,1,False
2024-08-29 04:00:00+00:00,10T-HU-RO-000024,Nadab - Bekescsaba,TRANSELECTRICA,OPPOSITE,RO,HU,Nadab,Bekescsaba,TieLine,SEASONAL,380.0,2000.0,1386.0,139.0,911.0,412.0,1,False
2024-08-29 04:00:00+00:00,10T-HU-SK-00001T,Levice - God,SEPS,DIRECT,SK,HU,Levice,God,TieLine,FIXED,380.0,2000.0,1386.0,139.0,1005.0,753.0,1,False
2024-08-29 04:00:00+00:00,10T-HU-UA-00002F,Kisvarda - Mukachevo,MAVIR,DIRECT,HU,UA,Kisvarda,Mukachevo,TieLine,SEASONAL,220.0,640.0,249.0,25.0,3.0,146.0,1,False
2024-08-29 04:00:00+00:00,10T-HU-UA-00002F,Kisvarda - Mukachevo,MAVIR,OPPOSITE,HU,UA,Kisvarda,Mukachevo,TieLine,SEASONAL,220.0,640.0,249.0,25.0,-3.0,302.0,1,False
2024-08-29 04:00:00+00:00,10T-SK-UA-00001W,V.Kapusany - Mukachevo (WPS),SEPS,DIRECT,SK,UA,Velke Kapusany,Mukachevo,TieLine,SEASONAL,380.0,1570.0,1088.0,109.0,715.0,677.0,1,False
2024-08-29 04:00:00+00:00,10T-SK-UA-00001W,V.Kapusany - Mukachevo (WPS),SEPS,OPPOSITE,SK,UA,Velke Kapusany,Mukachevo,TieLine,SEASONAL,380.0,1570.0,1088.0,109.0,-715.0,1281.0,1,False
2024-08-29 04:00:00+00:00,10T1001C--00054V,R.Sobota - Sajoivanka,MAVIR,DIRECT,SK,HU,R.Sobota,Sajoivanka,TieLine,FIXED,380.0,2000.0,1386.0,139.0,872.0,881.0,1,False
2024-08-29 04:00:00+00:00,10T1001C--00056R,Gabcikovo - Gonyu,MAVIR,DIRECT,SK,HU,Gabcikovo,Gonyu,TieLine,FIXED,380.0,2000.0,1386.0,139.0,531.0,1252.0,1,False
2024-08-29 04:00:00+00:00,10T1001C--00056R,Gabcikovo - Gonyu,MAVIR,OPPOSITE,SK,HU,Gabcikovo,Gonyu,TieLine,FIXED,380.0,2000.0,1386.0,139.0,-49.0,986.0,2,False
2024-08-29 04:00:00+00:00,10T1001C--00101B,Cirkovce - Heviz,MAVIR,DIRECT,SI,HU,Cirkovce,Heviz,TieLine,FIXED,380.0,2000.0,1109.0,139.0,421.0,1115.0,3,True
2024-08-29 04:00:00+00:00,10T1001C--00101B,Cirkovce - Heviz,MAVIR,OPPOSITE,SI,HU,Cirkovce,Heviz,TieLine,FIXED,380.0,2000.0,1109.0,139.0,-421.0,859.0,2,True
2024-08-29 04:00:00+00:00,10T1001C--001223,Sokolnice - Zaya - V244,CEPS,OPPOSITE,CZ,AT,Sokolnice,Zaya,TieLine,DYNAMIC,220.0,800.0,312.0,31.0,-93.0,362.0,1,False
2024-08-29 04:00:00+00:00,11T0-0000-0011-L,PST Roehrsdorf 441,50HERTZ,DIRECT,DE,DE,Roehrsdorf,Roehrsdorf,PST,FIXED,380.0,2028.0,1405.0,141.0,355.0,871.0,1,False
2024-08-29 04:00:00+00:00,11T0-0000-0013-F,PST Vierraden 441,50HERTZ,DIRECT,DE,DE,Vierraden,Vierraden,PST,FIXED,380.0,2000.0,1386.0,139.0,911.0,667.0,1,False
2024-08-29 04:00:00+00:00,11T0-0000-0781-W,Y-Oberzier (-Paffendorf - Sechtem) SECHTM N,AMPRION,DIRECT,DE,DE,Oberzier,Y-Paffendorf,Line,DYNAMIC,380.0,3098.0,2146.0,215.0,1627.0,1040.0,2,False
2024-08-29 04:00:00+00:00,11T0-0000-1496-M,Emscherbruch  - Mengede  RECKLI N,AMPRION,OPPOSITE,DE,DE,Emscherbruch,Mengede,Line,DYNAMIC,380.0,2940.0,2037.0,204.0,-181.0,1596.0,1,False
2024-08-29 04:00:00+00:00,11TD2L000000003L,Altheim - Sittling 219,TENNETGMBH,OPPOSITE,DE,DE,Altheim,Sittling,Line,DYNAMIC,220.0,1012.0,394.0,39.0,243.0,210.0,1,False
2024-08-29 04:00:00+00:00,11TD8L555------W,Dresden/Sued - Schmoelln 555,50HERTZ,OPPOSITE,DE,DE,Dresden/Sued,Schmoelln,Line,FIXED,380.0,2500.0,1732.0,173.0,705.0,855.0,1,False
2024-08-29 04:00:00+00:00,14T-220-0-0273BO,Strass - Thaur 273B,APG,DIRECT,AT,AT,Strass,Thaur,Line,SEASONAL,220.0,1090.0,425.0,42.0,117.0,204.0,1,False
2024-08-29 04:00:00+00:00,14T-221-0-00223Q,Hessenberg - Weissenbach 223,APG,OPPOSITE,AT,AT,Hessenberg,Weissenbach,Line,SEASONAL,220.0,821.0,320.0,32.0,259.0,126.0,1,False
2024-08-29 04:00:00+00:00,14T-38220-WT041O,Westtirol 1 - Westtirol 2 WTRHU41,APG,OPPOSITE,AT,AT,Westtirol 1,Westtirol 2,Transformer,SEASONAL,220.0,1443.0,1000.0,100.0,180.0,469.0,3,False
2024-08-29 04:00:00+00:00,15T-M00000043583,Kerepes - Zuglo 1,MAVIR,DIRECT,HU,HU,Kerepes,Zuglo,Line,SEASONAL,220.0,1139.0,444.0,44.0,167.0,391.0,1,False
2024-08-29 04:00:00+00:00,15T-M000002791-J,Gonyu - Gyor,MAVIR,DIRECT,HU,HU,Gonyu,Gyor,Line,FIXED,380.0,2000.0,1386.0,139.0,659.0,894.0,1,False
2024-08-29 04:00:00+00:00,19T000000001304A,Krosno Iskrzynia - Rzeszow,PSE,OPPOSITE,PL,PL,Krosno Iskrzynia,Rzeszow,Line,DYNAMIC,380.0,1420.0,984.0,98.0,757.0,459.0,1,False
2024-08-29 04:00:00+00:00,19T000000004057N,Mikulowa AT1,PSE,OPPOSITE,PL,PL,Mikulowa AT1,Mikulowa AT1,Transformer,DYNAMIC,220.0,873.0,605.0,61.0,-234.0,672.0,1,False
2024-08-29 04:00:00+00:00,19T0000000063830,Mikulowa PST1,PSE,DIRECT,PL,PL,Mikulowa PST1,Mikulowa PST1,PST,DYNAMIC,380.0,1905.0,1320.0,132.0,867.0,658.0,1,False
2024-08-29 04:00:00+00:00,19T0000000063830,Mikulowa PST1,PSE,OPPOSITE,PL,PL,Mikulowa PST1,Mikulowa PST1,PST,DYNAMIC,380.0,1905.0,1320.0,132.0,-867.0,1718.0,1,False
2024-08-29 04:00:00+00:00,19T000000006396S,Polaniec - Tarnow,PSE,DIRECT,PL,PL,Polaniec,Tarnow,Line,DYNAMIC,380.0,1444.0,1000.0,100.0,682.0,417.0,1,False
2024-08-29 04:00:00+00:00,19T000000006420K,Polaniec - Rzeszow,PSE,DIRECT,PL,PL,Polaniec,Rzeszow,Line,DYNAMIC,380.0,1790.0,1240.0,124.0,816.0,497.0,1,False
2024-08-29 04:00:00+00:00,22T-BE-IN-LI018R,Lixhe - Gramme 380.11,ELIA,DIRECT,BE,BE,Gramme,Lixhe,Line,SEASONAL,380.0,2174.0,1506.0,151.0,913.0,918.0,1,False
2024-08-29 04:00:00+00:00,22T-BE-IN-LI02AK,Doel - Zandvliet 380.25,ELIA,DIRECT,BE,BE,Doel,Zandvliet,Line,SEASONAL,380.0,2171.0,1504.0,150.0,399.0,788.0,1,False
2024-08-29 04:00:00+00:00,22T-BE-PST--001W,PST Van Eyck 1,ELIA,DIRECT,BE,BE,Van Eyck,Van Eyck,PST,SEASONAL,380.0,2177.0,1508.0,151.0,24.0,1487.0,1,False
2024-08-29 04:00:00+00:00,22T-BE-PST--002U,PST Van Eyck 2,ELIA,DIRECT,BE,BE,Van Eyck,Van Eyck,PST,SEASONAL,380.0,2177.0,1508.0,151.0,360.0,1624.0,4,False
2024-08-29 04:00:00+00:00,22T-BE-PST--002U,PST Van Eyck 2,ELIA,OPPOSITE,BE,BE,Van Eyck,Van Eyck,PST,SEASONAL,380.0,2177.0,1508.0,151.0,-114.0,941.0,4,False
2024-08-29 04:00:00+00:00,24T-V425-0000004,V.Dur - Krizovany,SEPS,DIRECT,SK,SK,V.Dur,Krizovany,Line,FIXED,380.0,2100.0,1455.0,145.0,-609.0,1169.0,1,False
2024-08-29 04:00:00+00:00,24T-V425-0000004,V.Dur - Krizovany,SEPS,OPPOSITE,SK,SK,V.Dur,Krizovany,Line,FIXED,380.0,2100.0,1455.0,145.0,609.0,1289.0,2,False
2024-08-29 04:00:00+00:00,24T-V429-0000005,Gabcikovo - P.Biskupice,SEPS,DIRECT,SK,SK,Gabcikovo,P.Biskupice,Line,FIXED,380.0,2280.0,1580.0,158.0,-552.0,1258.0,1,False
2024-08-29 04:00:00+00:00,24T-V490-000000G,V.Dur - Levice 1,SEPS,DIRECT,SK,SK,V.Dur,Levice,Line,FIXED,380.0,2100.0,1455.0,145.0,1334.0,598.0,1,False
2024-08-29 04:00:00+00:00,24T-V493-000000Q,H.Zdana - Sucany,SEPS,DIRECT,SK,SK,H.Zdana,Sucany,Line,FIXED,380.0,2000.0,1386.0,139.0,-23.0,893.0,1,False
2024-08-29 04:00:00+00:00,30T-ROSI400AT--1,TR Rosiori 400/220 1,TRANSELECTRICA,DIRECT,RO,RO,Rosiori,Rosiori,Transformer,SEASONAL,220.0,577.0,400.0,40.0,373.0,78.0,1,False
2024-08-29 04:00:00+00:00,30T-UREC400AT--F,PST Urechesti 400/220 1,TRANSELECTRICA,DIRECT,RO,RO,Urechesti,Urechesti,PST,SEASONAL,220.0,577.0,400.0,40.0,153.0,269.0,1,False
2024-08-29 04:00:00+00:00,30TISAC400VULC-W,Isaccea - Vulcanesti,TRANSELECTRICA,DIRECT,RO,UA,Isaccea,Vulcanesti,TieLine,SEASONAL,380.0,1722.0,1193.0,119.0,937.0,282.0,1,False
2024-08-29 04:00:00+00:00,30TPARO220TRGJ-Q,Paroseni - Targu Jiu Nord,TRANSELECTRICA,OPPOSITE,RO,RO,Paroseni,Targu Jiu Nord,Line,SEASONAL,220.0,690.0,269.0,27.0,147.0,148.0,3,False
2024-08-29 04:00:00+00:00,30TRESI220TIMI1L,Resita - Timisoara c1,TRANSELECTRICA,DIRECT,RO,RO,Resita,Timisoara c1,Line,SEASONAL,220.0,750.0,292.0,29.0,102.0,196.0,1,False
2024-08-29 04:00:00+00:00,49T0000000000274,Krimpen a/d IJssel - Geertruidenberg 380 Wit,TENNETBV,DIRECT,NL,NL,Krimpen a/d IJssel,Geertruidenberg,Line,SEASONAL,380.0,2826.0,1958.0,196.0,53.0,2316.0,1,False
2024-08-29 04:00:00+00:00,49T0000000000274,Krimpen a/d IJssel - Geertruidenberg 380 Wit,TENNETBV,OPPOSITE,NL,NL,Krimpen a/d IJssel,Geertruidenberg,Line,SEASONAL,380.0,2826.0,1958.0,196.0,-53.0,1208.0,1,False
2024-08-29 05:00:00+00:00,10T-AT-CZ-00003X,Duernrohr 1 - Slavetice 437,APG,OPPOSITE,AT,CZ,Duernrohr 1,Slavetice,TieLine,SEASONAL,380.0,2438.0,1689.0,169.0,672.0,769.0,1,False
2024-08-29 05:00:00+00:00,10T-AT-DE-000037,Pleinting - St. Peter 258,APG,DIRECT,DE,AT,Pleinting,St. Peter,TieLine,SEASONAL,220.0,1380.0,538.0,54.0,343.0,217.0,1,False
2024-08-29 05:00:00+00:00,10T-AT-SI-00001T,Kainachtal - Maribor 473,APG,OPPOSITE,AT,SI,Kainachtal,Maribor,TieLine,SEASONAL,380.0,1920.0,1330.0,133.0,-630.0,1197.0,1,False
2024-08-29 05:00:00+00:00,10T-AT-SI-00003P,Obersielach - Podlog 247,APG,DIRECT,AT,SI,Obersielach,Podlog,TieLine,SEASONAL,220.0,936.0,365.0,36.0,377.0,117.0,4,False
2024-08-29 05:00:00+00:00,10T-AT-SI-00003P,Obersielach - Podlog 247,APG,OPPOSITE,AT,SI,Obersielach,Podlog,TieLine,SEASONAL,220.0,936.0,365.0,36.0,-324.0,503.0,1,False
2024-08-29 05:00:00+00:00,10T-BA-HR-00003R,Mostar - Zakucac,HOPS,DIRECT,BA,HR,Mostar,Zakucac,TieLine,SEASONAL,220.0,780.0,304.0,30.0,-24.0,301.0,1,False
2024-08-29 05:00:00+00:00,10T-BE-FR-000015,Achene - Lonny 380.19,ELIA,OPPOSITE,BE,FR,Achene,Lonny,TieLine,SEASONAL,380.0,2262.0,1567.0,157.0,728.0,1204.0,4,False
2024-08-29 05:00:00+00:00,10T-CZ-DE-00001W,Hradec - Etzenricht,CEPS,DIRECT,CZ,DE,Hradec,Etzenricht,TieLine,FIXED,380.0,2000.0,1386.0,139.0,-43.0,1146.0,1,False
2024-08-29 05:00:00+00:00,10T-CZ-DE-00002U,Hradec - Rohrsdorf 445,50HERTZ,OPPOSITE,CZ,DE,Hradec,Rohrsdorf,TieLine,FIXED,380.0,2520.0,1746.0,175.0,701.0,945.0,1,False
2024-08-29 05:00:00+00:00,10T-CZ-DE-00003S,Hradec - Rohrsdorf - V446,CEPS,DIRECT,CZ,DE,Hradec,Rohrsdorf,TieLine,DYNAMIC,380.0,2507.0,1737.0,174.0,-701.0,2189.0,1,False
2024-08-29 05:00:00+00:00,10T-CZ-DE-00004Q,Etzenricht - Prestice 442,TENNETGMBH,OPPOSITE,DE,CZ,Etzenricht,Prestice,TieLine,FIXED,380.0,2265.0,1569.0,157.0,-137.0,1385.0,1,False
2024-08-29 05:00:00+00:00,10T-CZ-PL-00004A,Wielopole - Nosovice,PSE,DIRECT,PL,CZ,Wielopole,Nosovice,TieLine,DYNAMIC,380.0,1980.0,1372.0,137.0,431.0,917.0,1,False
2024-08-29 05:00:00+00:00,10T-CZ-PL-00004A,Wielopole - Nosovice,PSE,OPPOSITE,PL,CZ,Wielopole,Nosovice,TieLine,DYNAMIC,380.0,1980.0,1372.0,137.0,-431.0,1553.0,1,False
2024-08-29 05:00:00+00:00,10T-CZ-SK-00001Y,Liskovec - P. Bystrica,CEPS,DIRECT,CZ,SK,Liskovec,P. Bystrica,TieLine,FIXED,220.0,665.0,259.0,26.0,122.0,193.0,1,False
2024-08-29 05:00:00+00:00,10T-CZ-SK-00001Y,Liskovec - P. Bystrica,CEPS,OPPOSITE,CZ,SK,Liskovec,P. Bystrica,TieLine,FIXED,220.0,665.0,259.0,26.0,-122.0,273.0,1,False
2024-08-29 05:00:00+00:00,10T-CZ-SK-00002W,Nosovice - Varin,CEPS,DIRECT,CZ,SK,Nosovice,Varin,TieLine,FIXED,380.0,1720.0,1192.0,119.0,846.0,815.0,1,False
2024-08-29 05:00:00+00:00,10T-CZ-SK-00002W,Nosovice - Varin,CEPS,OPPOSITE,CZ,SK,Nosovice,Varin,TieLine,FIXED,380.0,1720.0,1192.0,119.0,-846.0,755.0,5,False
2024-08-29 05:00:00+00:00,10T-CZ-SK-00003U,Sokolnice - Krizovany,CEPS,DIRECT,CZ,SK,Sokolnice,Krizovany,TieLine,FIXED,380.0,2000.0,1386.0,139.0,583.0,1242.0,2,False
2024-08-29 05:00:00+00:00,10T-CZ-SK-00003U,Sokolnice - Krizovany,CEPS,OPPOSITE,CZ,SK,Sokolnice,Krizovany,TieLine,FIXED,380.0,2000.0,1386.0,139.0,-674.0,1201.0,3,False
2024-08-29 05:00:00+00:00,10T-DE-FR-000068,Ensdorf - Vigy VIGY2 S,AMPRION,DIRECT,DE,FR,Ensdorf,Vigy,TieLine,FIXED,380.0,2720.0,1884.0,188.0,-1840.0,2942.0,1,False
2024-08-29 05:00:00+00:00,10T-DE-FR-000068,Ensdorf - Vigy VIGY2 S,AMPRION,OPPOSITE,DE,FR,Ensdorf,Vigy,TieLine,FIXED,380.0,2720.0,1884.0,188.0,1840.0,450.0,1,False
2024-08-29 05:00:00+00:00,10T-DE-NL-00002T,Diele - Meeden 380 White,TENNETBV,DIRECT,DE,NL,Diele,Meeden,TieLine,SEASONAL,380.0,1520.0,1053.0,105.0,109.0,426.0,1,False
2024-08-29 05:00:00+00:00,10T-DE-NL-00002T,Diele - Meeden 380 White,TENNETBV,OPPOSITE,DE,NL,Diele,Meeden,TieLine,SEASONAL,380.0,1520.0,1053.0,105.0,401.0,1109.0,1,False
2024-08-29 05:00:00+00:00,10T-DE-NL-00005N,Maasbracht - Oberzier 380 white,AMPRION,DIRECT,NL,DE,Maasbracht,Oberzier,TieLine,SEASONAL,380.0,2500.0,1732.0,173.0,701.0,1196.0,6,False
2024-08-29 05:00:00+00:00,10T-DE-NL-00005N,Maasbracht - Oberzier 380 white,AMPRION,OPPOSITE,NL,DE,Maasbracht,Oberzier,TieLine,SEASONAL,380.0,2500.0,1732.0,173.0,-701.0,1810.0,2,False
2024-08-29 05:00:00+00:00,10T-HR-HU-000033,Pecs - Ernestinovo1 491A,HOPS,OPPOSITE,HU,HR,Pecs,Ernestinovo,TieLine,SEASONAL,380.0,1920.0,1330.0,133.0,220.0,1030.0,1,False
2024-08-29 05:00:00+00:00,10T-HR-SI-000022,Pehlin - Divaca,HOPS,DIRECT,HR,SI,Pehlin,Divaca,TieLine,SEASONAL,220.0,960.0,374.0,37.0,-34.0,162.0,1,False
2024-08-29 05:00:00+00:00,10T-HR-SI-000022,Pehlin - Divaca,HOPS,OPPOSITE,HR,SI,Pehlin,Divaca,TieLine,SEASONAL,220.0,960.0,374.0,37.0,22.0,420.0,2,False
2024-08-29 05:00:00+00:00,10T-HR-SI-00004Z,Tumbri - Krsko 1,HOPS,OPPOSITE,HR,SI,Tumbri,Krsko,TieLine,SEASONAL,380.0,1920.0,1330.0,133.0,483.0,1103.0,1,False
2024-08-29 05:00:00+00:00,10T-HU-RO-000024,Nadab - Bekescsaba,TRANSELECTRICA,OPPOSITE,RO,HU,Nadab,Bekescsaba,TieLine,SEASONAL,380.0,2000.0,1386.0,139.0,899.0,465.0,1,False
2024-08-29 05:00:00+00:00,10T-HU-SK-00001T,Levice - God,SEPS,DIRECT,SK,HU,Levice,God,TieLine,FIXED,380.0,2000.0,1386.0,139.0,951.0,754.0,1,False
2024-08-29 05:00:00+00:00,10T-HU-UA-00002F,Kisvarda - Mukachevo,MAVIR,DIRECT,HU,UA,Kisvarda,Mukachevo,TieLine,SEASONAL,220.0,640.0,249.0,25.0,34.0,133.0,1,False
2024-08-29 05:00:00+00:00,10T-RO-RS-00001V,Portile de Fier - Djerdap,TRANSELECTRICA,OPPOSITE,RO,RS,Portile de Fier,Djerdap,TieLine,SEASONAL,380.0,1836.0,1272.0,127.0,527.0,755.0,1,False
2024-08-29 05:00:00+00:00,10T-SK-UA-00001W,V.Kapusany - Mukachevo (WPS),SEPS,DIRECT,SK,UA,Velke Kapusany,Mukachevo,TieLine,SEASONAL,380.0,1570.0,1088.0,109.0,651.0,712.0,1,False
2024-08-29 05:00:00+00:00,10T-SK-UA-00001W,V.Kapusany - Mukachevo (WPS),SEPS,OPPOSITE,SK,UA,Velke Kapusany,Mukachevo,TieLine,SEASONAL,380.0,1570.0,1088.0,109.0,-651.0,1246.0,1,False
2024-08-29 05:00:00+00:00,10T1001C--00036X,Westtirol - Silz 414,APG,OPPOSITE,AT,DE,Westtirol,Silz,TieLine,SEASONAL,220.0,2080.0,811.0,81.0,-88.0,628.0,1,False
2024-08-29 05:00:00+00:00,10T1001C--00056R,Gabcikovo - Gonyu,MAVIR,DIRECT,SK,HU,Gabcikovo,Gonyu,TieLine,FIXED,380.0,2000.0,1386.0,139.0,520.0,1207.0,1,False
2024-08-29 05:00:00+00:00,10T1001C--00056R,Gabcikovo - Gonyu,MAVIR,OPPOSITE,SK,HU,Gabcikovo,Gonyu,TieLine,FIXED,380.0,2000.0,1386.0,139.0,-42.0,987.0,2,False
2024-08-29 05:00:00+00:00,10T1001C--00101B,Cirkovce - Heviz,MAVIR,DIRECT,SI,HU,Cirkovce,Heviz,TieLine,FIXED,380.0,2000.0,1109.0,139.0,352.0,1107.0,3,True
2024-08-29 05:00:00+00:00,10T1001C--00101B,Cirkovce - Heviz,MAVIR,OPPOSITE,SI,HU,Cirkovce,Heviz,TieLine,FIXED,380.0,2000.0,1109.0,139.0,-352.0,882.0,2,True
2024-08-29 05:00:00+00:00,11T0-0000-0011-L,PST Roehrsdorf 441,50HERTZ,DIRECT,DE,DE,Roehrsdorf,Roehrsdorf,PST,FIXED,380.0,2028.0,1405.0,141.0,372.0,867.0,1,False
2024-08-29 05:00:00+00:00,11T0-0000-0013-F,PST Vierraden 441,50HERTZ,OPPOSITE,DE,DE,Vierraden,Vierraden,PST,FIXED,380.0,2000.0,1386.0,139.0,-624.0,1623.0,1,False
2024-08-29 05:00:00+00:00,11T0-0000-0620-R,PST Gronau TR 441 E,AMPRION,DIRECT,DE,DE,Gronau,Gronau,PST,FIXED,380.0,2165.0,1500.0,150.0,883.0,947.0,1,False
2024-08-29 05:00:00+00:00,11T0-0000-0781-W,Y-Oberzier (-Paffendorf - Sechtem) SECHTM N,AMPRION,DIRECT,DE,DE,Oberzier,Y-Paffendorf,Line,DYNAMIC,380.0,3013.0,2087.0,209.0,1656.0,1040.0,1,False
2024-08-29 05:00:00+00:00,11TD2L000000003L,Altheim - Sittling 219,TENNETGMBH,OPPOSITE,DE,DE,Altheim,Sittling,Line,DYNAMIC,220.0,996.0,388.0,39.0,208.0,230.0,1,False
2024-08-29 05:00:00+00:00,11TD8L555------W,Dresden/Sued - Schmoelln 555,50HERTZ,OPPOSITE,DE,DE,Dresden/Sued,Schmoelln,Line,FIXED,380.0,2500.0,1732.0,173.0,752.0,891.0,1,False
2024-08-29 05:00:00+00:00,14T-220-0-002213,Tauern - Weissenbach 221,APG,DIRECT,AT,AT,Tauern,Weissenbach,Line,SEASONAL,220.0,821.0,320.0,32.0,382.0,126.0,1,False
2024-08-29 05:00:00+00:00,14T-220-0-0273BO,Strass - Thaur 273B,APG,DIRECT,AT,AT,Strass,Thaur,Line,SEASONAL,220.0,1090.0,425.0,42.0,190.0,216.0,1,False
2024-08-29 05:00:00+00:00,14T-221-0-00223Q,Hessenberg - Weissenbach 223,APG,OPPOSITE,AT,AT,Hessenberg,Weissenbach,Line,SEASONAL,220.0,821.0,320.0,32.0,285.0,111.0,1,False
2024-08-29 05:00:00+00:00,14T-22220-TAPSTO,Tauern - Tauern TAPST,APG,OPPOSITE,AT,AT,Tauern,Tauern,PST,SEASONAL,220.0,1493.0,582.0,58.0,517.0,281.0,2,False
2024-08-29 05:00:00+00:00,14T-38220-WT041O,Westtirol 1 - Westtirol 2 WTRHU41,APG,OPPOSITE,AT,AT,Westtirol 1,Westtirol 2,Transformer,SEASONAL,220.0,1443.0,1000.0,100.0,271.0,413.0,3,False
2024-08-29 05:00:00+00:00,15T-M00000043583,Kerepes - Zuglo 1,MAVIR,DIRECT,HU,HU,Kerepes,Zuglo,Line,SEASONAL,220.0,1139.0,444.0,44.0,169.0,361.0,1,False
2024-08-29 05:00:00+00:00,15T-M000002791-J,Gonyu - Gyor,MAVIR,DIRECT,HU,HU,Gonyu,Gyor,Line,FIXED,380.0,2000.0,1386.0,139.0,655.0,886.0,1,False
2024-08-29 05:00:00+00:00,19T000000001304A,Krosno Iskrzynia - Rzeszow,PSE,OPPOSITE,PL,PL,Krosno Iskrzynia,Rzeszow,Line,DYNAMIC,380.0,1390.0,963.0,96.0,741.0,465.0,1,False
2024-08-29 05:00:00+00:00,19T0000000063830,Mikulowa PST1,PSE,DIRECT,PL,PL,Mikulowa PST1,Mikulowa PST1,PST,DYNAMIC,380.0,1905.0,1320.0,132.0,919.0,606.0,1,False
2024-08-29 05:00:00+00:00,19T0000000063830,Mikulowa PST1,PSE,OPPOSITE,PL,PL,Mikulowa PST1,Mikulowa PST1,PST,DYNAMIC,380.0,1905.0,1320.0,132.0,-919.0,1827.0,1,False
2024-08-29 05:00:00+00:00,19T000000006396S,Polaniec - Tarnow,PSE,DIRECT,PL,PL,Polaniec,Tarnow,Line,DYNAMIC,380.0,1415.0,980.0,98.0,636.0,424.0,1,False
