hour,eic,direction,cont_name,branch_eic,branch_name,substation_from,substation_to,element_type
2024-08-29 09:00:00+00:00,11T0-0000-0103-E,DIRECT,Hradec - Rohrsdorf - V445  Hradec - Rohrsdorf 445,10T-CZ-DE-00002U,Hradec - Rohrsdorf - V445,Hradec,Rohrsdorf,TieLine
2024-08-29 09:00:00+00:00,11T0-0000-0103-E,DIRECT,Hradec - Rohrsdorf - V445  Hradec - Rohrsdorf 445,10T-CZ-DE-00002U,Hradec - Rohrsdorf 445,Hradec,Rohrsdorf,TieLine
2024-08-29 09:00:00+00:00,11TD400000543-LM,DIRECT,Grafenrheinfeld - Stalldorf rt (416) Grafenrheinfeld - Stalldorf 416,11T-D2-D4-000022,Grafenrheinfeld - Stalldorf rt (416),Grafenrheinfeld,Stalldorf,Line
2024-08-29 09:00:00+00:00,11TD400000543-LM,DIRECT,Grafenrheinfeld - Stalldorf rt (416) Grafenrheinfeld - Stalldorf 416,11T-D2-D4-000022,Grafenrheinfeld - Stalldorf 416,Grafenrheinfeld,Stalldorf,Line
2024-08-29 09:00:00+00:00,11T0-0000-0872-S,OPPOSITE,Hoepfingen - Hueffenhardt ge,11TD400000543-LM,Hoepfingen - Hueffenhardt ge,Hoepfingen,Hueffenhardt,Line
2024-08-29 09:00:00+00:00,11T0-0000-1496-M,OPPOSITE,Emscherbruch - Mengede RECKLI S,11T0-0000-2064-H,Emscherbruch - Mengede RECKLI S,Emscherbruch,Mengede,Line
2024-08-29 09:00:00+00:00,11T0-0000-0781-W,DIRECT,Y-Oberzier (-Paffendorf - Sechtem) SECHTM S Y-Paffendorf (-Oberzier - Sechtem) SECHTM S Y-Sechtem (-Oberzier - Paffendorf) SECHTM S,11T0-0000-0782-T,Y-Oberzier (-Paffendorf - Sechtem) SECHTM S,Oberzier,Y-Paffendorf,Line
2024-08-29 09:00:00+00:00,11T0-0000-0781-W,DIRECT,Y-Oberzier (-Paffendorf - Sechtem) SECHTM S Y-Paffendorf (-Oberzier - Sechtem) SECHTM S Y-Sechtem (-Oberzier - Paffendorf) SECHTM S,11T0-0000-0815-6,Y-Paffendorf (-Oberzier - Sechtem) SECHTM S,Paffendorf,Y-Paffendorf,Line
2024-08-29 09:00:00+00:00,11T0-0000-0781-W,DIRECT,Y-Oberzier (-Paffendorf - Sechtem) SECHTM S Y-Paffendorf (-Oberzier - Sechtem) SECHTM S Y-Sechtem (-Oberzier - Paffendorf) SECHTM S,11T0-0000-0849-J,Y-Sechtem (-Oberzier - Paffendorf) SECHTM S,Sechtem,Y-Paffendorf,Line
2024-08-29 09:00:00+00:00,10T-DE-NL-00005N,DIRECT,Gramme - Achene 380.10,22T-BE-IN-LI0130,Gramme - Achene 380.10,Achene,Gramme,Line
2024-08-29 09:00:00+00:00,10T-DE-NL-00005N,OPPOSITE,Alegro HVDC,22T201903146---W,NA,NA,NA,
2024-08-29 09:00:00+00:00,10T-DE-NL-00005N,OPPOSITE,Achene - Lonny 380.19 Achene - Lonny 19,10T-BE-FR-000015,Achene - Lonny 380.19,Achene,Lonny,TieLine
2024-08-29 09:00:00+00:00,10T-DE-NL-00005N,OPPOSITE,Achene - Lonny 380.19 Achene - Lonny 19,10T-BE-FR-000015,Achene - Lonny 19,Achene,Lonny,TieLine
2024-08-29 09:00:00+00:00,10T-DE-NL-00005N,OPPOSITE,Boxmeer - Dodewaard 380 Zwart,49T000000000006C,Boxmeer - Dodewaard 380 Zwart,Boxmeer,Dodewaard,Line
2024-08-29 09:00:00+00:00,10T-DE-NL-00005N,OPPOSITE,Avelgem - Horta 380.102,22T20161020---1E,Avelgem - Horta 380.102,Avelgem,Horta,Line
2024-08-29 09:00:00+00:00,10T-DE-FR-000068,OPPOSITE,Ensdorf - Vigy VIGY1 N Ensdorf - Vigy VIGY1 N,10T-DE-FR-00005A,Ensdorf - Vigy VIGY1 N,Ensdorf,Vigy,TieLine
2024-08-29 09:00:00+00:00,10T-DE-FR-000068,OPPOSITE,Ensdorf - Vigy VIGY1 N Ensdorf - Vigy VIGY1 N,10T-DE-FR-00005A,Ensdorf - Vigy VIGY1 N,Ensdorf,Vigy,TieLine
2024-08-29 09:00:00+00:00,11T0-0000-0781-W,DIRECT,PST Oberzier TR 442 E,11T0-0000-2133-R,PST Oberzier TR 442 E,Oberzier,Oberzier,PST
2024-08-29 09:00:00+00:00,11TD8L565------N,DIRECT,Graustein - Baerwalde 566,11TD8L566------F,Graustein - Baerwalde 566,Graustein,Baerwalde,Line
2024-08-29 09:00:00+00:00,11T0-0000-0011-L,DIRECT,,,,,,
2024-08-29 09:00:00+00:00,11TD8L555------W,OPPOSITE,Dresden/Sued - Schmoelln 556,11TD8L556------O,Dresden/Sued - Schmoelln 556,Dresden/Sued,Schmoelln,Line
2024-08-29 09:00:00+00:00,10T-HR-SI-000022,DIRECT,,,,,,
2024-08-29 09:00:00+00:00,10T-HR-SI-000022,OPPOSITE,,,,,,
2024-08-29 09:00:00+00:00,10T-HR-HU-000033,OPPOSITE,Pecs - Ernestinovo2 491B Ernestinovo - Pecs 2,10T-HR-HU-000041,Pecs - Ernestinovo2 491B,Pecs,Ernestinovo,TieLine
2024-08-29 09:00:00+00:00,10T-HR-HU-000033,OPPOSITE,Pecs - Ernestinovo2 491B Ernestinovo - Pecs 2,10T-HR-HU-000041,Ernestinovo - Pecs 2,Ernestinovo,Pecs 2,TieLine
2024-08-29 09:00:00+00:00,10T-HR-SI-00004Z,OPPOSITE,Tumbri - Krsko 2 400 kV Krsko - Tumbri 2,10T-HR-SI-00005X,Tumbri - Krsko 2,Tumbri,Krsko,TieLine
2024-08-29 09:00:00+00:00,10T-HR-SI-00004Z,OPPOSITE,Tumbri - Krsko 2 400 kV Krsko - Tumbri 2,10T-HR-SI-00005X,400 kV Krsko - Tumbri 2,Krsko,Tumbri,TieLine
2024-08-29 09:00:00+00:00,15T-M000002791-J,DIRECT,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-29 09:00:00+00:00,15T-M000002791-J,DIRECT,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-29 09:00:00+00:00,15T-M000002791-J,OPPOSITE,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-29 09:00:00+00:00,15T-M000002791-J,OPPOSITE,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-29 09:00:00+00:00,10T-HU-UA-00002F,DIRECT,Szabolcsbaka - Mukachevo,10T1001C--000421,Szabolcsbaka - Mukachevo,Szabolcsbaka,Mukachevo,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00056R,DIRECT,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00056R,DIRECT,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00056R,OPPOSITE,Gonyu - Gyor,15T-M000002791-J,Gonyu - Gyor,Gonyu,Gyor,Line
2024-08-29 09:00:00+00:00,10T1001C--00056R,OPPOSITE,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00056R,OPPOSITE,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-29 09:00:00+00:00,10T-HR-HU-000025,OPPOSITE,Cirkovce - Heviz Cirkovce - Heviz,10T1001C--00101B,Cirkovce - Heviz,Cirkovce,Heviz,TieLine
2024-08-29 09:00:00+00:00,10T-HR-HU-000025,OPPOSITE,Cirkovce - Heviz Cirkovce - Heviz,10T1001C--00101B,Cirkovce - Heviz,Cirkovce,Heviz,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00101B,DIRECT,Zerjavinec - Heviz Zerjavinec - Heviz,10T-HR-HU-000025,Zerjavinec - Heviz,Zerjavinec,Heviz,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00101B,DIRECT,Zerjavinec - Heviz Zerjavinec - Heviz,10T-HR-HU-000025,Zerjavinec - Heviz,Zerjavinec,Heviz,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00101B,OPPOSITE,Zerjavinec - Heviz Zerjavinec - Heviz,10T-HR-HU-000025,Zerjavinec - Heviz,Zerjavinec,Heviz,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00101B,OPPOSITE,Zerjavinec - Heviz Zerjavinec - Heviz,10T-HR-HU-000025,Zerjavinec - Heviz,Zerjavinec,Heviz,TieLine
2024-08-29 09:00:00+00:00,15T-M00000043583,DIRECT,Kerepes - Zuglo 2,15T-M00000043591,Kerepes - Zuglo 2,Kerepes,Zuglo,Line
2024-08-29 09:00:00+00:00,10T-DE-NL-00002T,OPPOSITE,PST Gronau TR 441 E,11T0-0000-0620-R,PST Gronau TR 441 E,Gronau,Gronau,PST
2024-08-29 09:00:00+00:00,10T-DE-NL-00002T,DIRECT,PST Gronau TR 441 E,11T0-0000-0620-R,PST Gronau TR 441 E,Gronau,Gronau,PST
2024-08-29 09:00:00+00:00,10T-DE-NL-00002T,DIRECT,Gronau - Hanekenfaehr GRONAU W,11T0-0000-0617-A,Gronau - Hanekenfaehr GRONAU W,Gronau,Hanekenfaehr,Line
2024-08-29 09:00:00+00:00,10T-DE-NL-00002T,DIRECT,Y-Doerpen West (-Meppen - Niederlangen) EMSLD OW Y-Niederlangen (-Meppen - Doerpen West) EMSLD OW Y-Meppen (-Doerpen West - Niederlangen) EMSLD OW Meppen - Niederlangen - Doerpen West EMSLD OW,11T0-0000-0990-L,Y-Doerpen West (-Meppen - Niederlangen) EMSLD OW,Doerpen West,Y Niederlangen,Line
2024-08-29 09:00:00+00:00,10T-DE-NL-00002T,DIRECT,Y-Doerpen West (-Meppen - Niederlangen) EMSLD OW Y-Niederlangen (-Meppen - Doerpen West) EMSLD OW Y-Meppen (-Doerpen West - Niederlangen) EMSLD OW Meppen - Niederlangen - Doerpen West EMSLD OW,11T0-0000-0991-I,Y-Niederlangen (-Meppen - Doerpen West) EMSLD OW,Niederlangen,Y Niederlangen,Line
2024-08-29 09:00:00+00:00,10T-DE-NL-00002T,DIRECT,Y-Doerpen West (-Meppen - Niederlangen) EMSLD OW Y-Niederlangen (-Meppen - Doerpen West) EMSLD OW Y-Meppen (-Doerpen West - Niederlangen) EMSLD OW Meppen - Niederlangen - Doerpen West EMSLD OW,11T-D2-D7-00001H,Y-Meppen (-Doerpen West - Niederlangen) EMSLD OW,Meppen,Y Niederlangen,Line
2024-08-29 09:00:00+00:00,10T-DE-NL-00002T,DIRECT,Y-Doerpen West (-Meppen - Niederlangen) EMSLD OW Y-Niederlangen (-Meppen - Doerpen West) EMSLD OW Y-Meppen (-Doerpen West - Niederlangen) EMSLD OW Meppen - Niederlangen - Doerpen West EMSLD OW,11T-D2-D7-00001H,NA,NA,NA,
2024-08-29 09:00:00+00:00,10T-DE-NL-00005N,DIRECT,PST Gronau TR 441 E,11T0-0000-0620-R,PST Gronau TR 441 E,Gronau,Gronau,PST
2024-08-29 09:00:00+00:00,10T-DE-NL-00005N,OPPOSITE,PST Gronau TR 441 E,11T0-0000-0620-R,PST Gronau TR 441 E,Gronau,Gronau,PST
2024-08-29 09:00:00+00:00,10T-DE-NL-00005N,OPPOSITE,Opladen - Rommerskirchen OPLADN N,11T0-0000-0793-M,Opladen - Rommerskirchen OPLADN N,Opladen,Rommerskirchen,Line
2024-08-29 09:00:00+00:00,49T0000000000274,DIRECT,Krimpen a/d IJssel - Geertruidenberg 380 Zwart,49T0000000000282,Krimpen a/d IJssel - Geertruidenberg 380 Zwart,Krimpen a/d IJssel,Geertruidenberg,Line
2024-08-29 09:00:00+00:00,49T0000000000274,OPPOSITE,Krimpen a/d IJssel - Geertruidenberg 380 Zwart,49T0000000000282,Krimpen a/d IJssel - Geertruidenberg 380 Zwart,Krimpen a/d IJssel,Geertruidenberg,Line
2024-08-29 09:00:00+00:00,19T000000001304A,OPPOSITE,Krosno Iskrzynia - Tarnow,19T000000000296P,Krosno Iskrzynia - Tarnow,Krosno Iskrzynia,Tarnow,Line
2024-08-29 09:00:00+00:00,10T-CZ-PL-00004A,DIRECT,Nosovice - Albrechtice,27T-TLI-V460---8,Nosovice - Albrechtice,Nosovice,Albrechtice,Line
2024-08-29 09:00:00+00:00,19T0000000063830,DIRECT,Hagenwerder - Mikulowa 568 Mikulowa - Hagenwerder 568,10T-DE-PL-00001D,Hagenwerder - Mikulowa 568,Hagenwerder,Mikulowa,TieLine
2024-08-29 09:00:00+00:00,19T0000000063830,DIRECT,Hagenwerder - Mikulowa 568 Mikulowa - Hagenwerder 568,10T-DE-PL-00001D,Mikulowa - Hagenwerder 568,Mikulowa 568,Hagenwerder,TieLine
2024-08-29 09:00:00+00:00,19T0000000063830,OPPOSITE,Hagenwerder - Mikulowa 568 Mikulowa - Hagenwerder 568,10T-DE-PL-00001D,Hagenwerder - Mikulowa 568,Hagenwerder,Mikulowa,TieLine
2024-08-29 09:00:00+00:00,19T0000000063830,OPPOSITE,Hagenwerder - Mikulowa 568 Mikulowa - Hagenwerder 568,10T-DE-PL-00001D,Mikulowa - Hagenwerder 568,Mikulowa 568,Hagenwerder,TieLine
2024-08-29 09:00:00+00:00,10T1001A1001A09N,DIRECT,Nosovice - Wielopole  Wielopole - Nosovice,10T-CZ-PL-00004A,Nosovice - Wielopole,Nosovice,Wielopole,TieLine
2024-08-29 09:00:00+00:00,10T1001A1001A09N,DIRECT,Nosovice - Wielopole  Wielopole - Nosovice,10T-CZ-PL-00004A,Wielopole - Nosovice,Wielopole,Nosovice,TieLine
2024-08-29 09:00:00+00:00,10T-CZ-PL-00004A,DIRECT,Dobrzen - Detmarovice Dobrzen - Detmarovice,10T1001A1001A09N,Dobrzen - Detmarovice,Dobrzen,Detmarovice,TieLine
2024-08-29 09:00:00+00:00,10T-CZ-PL-00004A,DIRECT,Dobrzen - Detmarovice Dobrzen - Detmarovice,10T1001A1001A09N,Dobrzen - Detmarovice,Detmarovice,Dobrzen,TieLine
2024-08-29 09:00:00+00:00,10T-CZ-PL-00004A,OPPOSITE,Dobrzen - Detmarovice Dobrzen - Detmarovice,10T1001A1001A09N,Dobrzen - Detmarovice,Dobrzen,Detmarovice,TieLine
2024-08-29 09:00:00+00:00,10T-CZ-PL-00004A,OPPOSITE,Dobrzen - Detmarovice Dobrzen - Detmarovice,10T1001A1001A09N,Dobrzen - Detmarovice,Detmarovice,Dobrzen,TieLine
2024-08-29 09:00:00+00:00,30TPARO220TRGJ-Q,OPPOSITE,Portile de Fier - Djerdap,10T-RO-RS-00001V,Portile de Fier - Djerdap,Portile de Fier,Djerdap,TieLine
2024-08-29 09:00:00+00:00,30TPARO220TRGJ-Q,OPPOSITE,Sibiu Sud - Mintia,30TMINT400SIBI-Z,Sibiu Sud - Mintia,Sibiu Sud,Mintia,Line
2024-08-29 09:00:00+00:00,30TPARO220TRGJ-Q,OPPOSITE,Sibiu Sud - Tantareni,30TSIBI400TINT-1,Sibiu Sud - Tantareni,Sibiu Sud,Tantareni,Line
2024-08-29 09:00:00+00:00,30T-ROSI400AT--1,DIRECT,Rosiori - Gadalin,30TGADA400ROSI-A,Rosiori - Gadalin,Rosiori,Gadalin,Line
2024-08-29 09:00:00+00:00,10T-RO-RS-00001V,DIRECT,Portile de Fier - Resita c1 Portile de Fier - Resita c2,30TPDFE220RESI1S,Portile de Fier - Resita c1,Portile de Fier,Resita c1,Line
2024-08-29 09:00:00+00:00,10T-RO-RS-00001V,DIRECT,Portile de Fier - Resita c1 Portile de Fier - Resita c2,30TPDFE220RESI2Q,Portile de Fier - Resita c2,Portile de Fier,Resita c2,Line
2024-08-29 09:00:00+00:00,10T-RO-RS-00001V,OPPOSITE,Tantareni - Kozlodui c2 Tantareni - Kozlodui c1,10T-BG-RO-00001A,Tantareni - Kozlodui c2,Tantareni,Kozlodui,TieLine
2024-08-29 09:00:00+00:00,10T-RO-RS-00001V,OPPOSITE,Tantareni - Kozlodui c2 Tantareni - Kozlodui c1,10T-RO-BG-00002A,Tantareni - Kozlodui c1,Tantareni,Kozlodui,TieLine
2024-08-29 09:00:00+00:00,30TPARO220TRGJ-Q,OPPOSITE,Isaccea - Vulcanesti,30TISAC400VULC-W,Isaccea - Vulcanesti,Isaccea,Vulcanesti,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00101B,DIRECT,Kainachtal - Maribor 473 400 kV Maribor - Kainachtal 1,10T-AT-SI-00001T,Kainachtal - Maribor 473,Kainachtal,Maribor,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00101B,DIRECT,Kainachtal - Maribor 473 400 kV Maribor - Kainachtal 1,10T-AT-SI-00001T,400 kV Maribor - Kainachtal 1,Maribor,Kainachtal,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00101B,DIRECT,Zerjavinec - Cirkovce 400 kV Cirkovce - Zerjavinec,10T1001C--001037,Zerjavinec - Cirkovce,Zerjavinec,Cirkovce,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00101B,DIRECT,Zerjavinec - Cirkovce 400 kV Cirkovce - Zerjavinec,10T1001C--001037,400 kV Cirkovce - Zerjavinec,Cirkovce,Zerjavinec,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00101B,OPPOSITE,Zerjavinec - Cirkovce 400 kV Cirkovce - Zerjavinec,10T1001C--001037,Zerjavinec - Cirkovce,Zerjavinec,Cirkovce,TieLine
2024-08-29 09:00:00+00:00,10T1001C--00101B,OPPOSITE,Zerjavinec - Cirkovce 400 kV Cirkovce - Zerjavinec,10T1001C--001037,400 kV Cirkovce - Zerjavinec,Cirkovce,Zerjavinec,TieLine
2024-08-29 09:00:00+00:00,10T-HU-SK-00001T,DIRECT,R.Sobota - Sajoivanka  R.Sobota - Sajoivanka,10T1001C--00054V,R.Sobota - Sajoivanka,R.Sobota,Sajoivanka,TieLine
2024-08-29 09:00:00+00:00,10T-HU-SK-00001T,DIRECT,R.Sobota - Sajoivanka  R.Sobota - Sajoivanka,10T1001C--00054V,R.Sobota - Sajoivanka,R.Sobota,Sajoivanka,TieLine
2024-08-29 09:00:00+00:00,10T-SK-UA-00001W,DIRECT,R.Sobota - Sajoivanka  R.Sobota - Sajoivanka,10T1001C--00054V,R.Sobota - Sajoivanka,R.Sobota,Sajoivanka,TieLine
2024-08-29 09:00:00+00:00,10T-SK-UA-00001W,DIRECT,R.Sobota - Sajoivanka  R.Sobota - Sajoivanka,10T1001C--00054V,R.Sobota - Sajoivanka,R.Sobota,Sajoivanka,TieLine
2024-08-29 09:00:00+00:00,24T-V493-000000Q,DIRECT,Bosaca - Varin,24T-V495-0000008,Bosaca - Varin,Bosaca,Varin,Line
2024-08-29 09:00:00+00:00,24T-V490-000000G,DIRECT,V.Dur - Levice 2,24T-V491-0000007,V.Dur - Levice 2,V.Dur,Levice,Line
2024-08-29 09:00:00+00:00,24T-V425-0000004,DIRECT,Gabcikovo - P.Biskupice,24T-V429-0000005,Gabcikovo - P.Biskupice,Gabcikovo,P.Biskupice,Line
2024-08-29 09:00:00+00:00,10T-SK-UA-00001W,OPPOSITE,R.Sobota - Sajoivanka  R.Sobota - Sajoivanka,10T1001C--00054V,R.Sobota - Sajoivanka,R.Sobota,Sajoivanka,TieLine
2024-08-29 09:00:00+00:00,10T-SK-UA-00001W,OPPOSITE,R.Sobota - Sajoivanka  R.Sobota - Sajoivanka,10T1001C--00054V,R.Sobota - Sajoivanka,R.Sobota,Sajoivanka,TieLine
2024-08-29 09:00:00+00:00,10T-CZ-SK-00002W,OPPOSITE,Sp.Nova Ves - Lemesany,24T-V408-000000Y,Sp.Nova Ves - Lemesany,Sp.Nova Ves,Lemesany,Line
2024-08-29 09:00:00+00:00,24T-V409-000000P,OPPOSITE,Moldava - R.Sobota,24T-V427-000000N,Moldava - R.Sobota,Moldava,R.Sobota,Line
2024-08-29 10:00:00+00:00,10T-AT-SI-00003P,DIRECT,Kainachtal - Obersielach 471,14T-380-0-00471D,Kainachtal - Obersielach 471,Kainachtal,Obersielach,Line
2024-08-29 10:00:00+00:00,10T-AT-SI-00003P,OPPOSITE,Kainachtal - Obersielach 471,14T-380-0-00471D,Kainachtal - Obersielach 471,Kainachtal,Obersielach,Line
2024-08-29 10:00:00+00:00,10T-AT-SI-00003P,DIRECT,Kainachtal - Maribor 473 400 kV Maribor - Kainachtal 1,10T-AT-SI-00001T,Kainachtal - Maribor 473,Kainachtal,Maribor,TieLine
2024-08-29 10:00:00+00:00,10T-AT-SI-00003P,DIRECT,Kainachtal - Maribor 473 400 kV Maribor - Kainachtal 1,10T-AT-SI-00001T,400 kV Maribor - Kainachtal 1,Maribor,Kainachtal,TieLine
2024-08-29 10:00:00+00:00,10T-AT-SI-00003P,OPPOSITE,Kainachtal - Maribor 473 400 kV Maribor - Kainachtal 1,10T-AT-SI-00001T,Kainachtal - Maribor 473,Kainachtal,Maribor,TieLine
2024-08-29 10:00:00+00:00,10T-AT-SI-00003P,OPPOSITE,Kainachtal - Maribor 473 400 kV Maribor - Kainachtal 1,10T-AT-SI-00001T,400 kV Maribor - Kainachtal 1,Maribor,Kainachtal,TieLine
2024-08-29 10:00:00+00:00,10T-AT-SI-00003P,DIRECT,400 kV Cirkovce - Podlog,28T000000000301K,400 kV Cirkovce - Podlog,Cirkovce,Podlog,Line
2024-08-29 10:00:00+00:00,10T-AT-SI-00003P,OPPOSITE,400 kV Cirkovce - Podlog,28T000000000301K,400 kV Cirkovce - Podlog,Cirkovce,Podlog,Line
2024-08-29 10:00:00+00:00,10T-AT-SI-00003P,DIRECT,400 kV Cirkovce - Krsko,28T000000000300M,400 kV Cirkovce - Krsko,Cirkovce,Krsko,Line
2024-08-29 10:00:00+00:00,14T-220-0-0267BG,DIRECT,Feistritz - Villach 266C,14T-220-0-0266CH,Feistritz - Villach 266C,Feistritz,Villach,Line
2024-08-29 10:00:00+00:00,10T1001C--00035Z,OPPOSITE,Westtirol - Silz 414 Westtitrol - Silz 414,10T1001C--00036X,Westtirol - Silz 414,Westtirol,Silz,TieLine
2024-08-29 10:00:00+00:00,10T1001C--00035Z,OPPOSITE,Westtirol - Silz 414 Westtitrol - Silz 414,10T1001C--00036X,NA,NA,NA,
2024-08-29 10:00:00+00:00,10T-AT-SI-00001T,DIRECT,Kainachtal - Maribor 474 400 kV Maribor - Kainachtal 2,10T-AT-SI-00002R,Kainachtal - Maribor 474,Kainachtal,Maribor,TieLine
2024-08-29 10:00:00+00:00,10T-AT-SI-00001T,DIRECT,Kainachtal - Maribor 474 400 kV Maribor - Kainachtal 2,10T-AT-SI-00002R,400 kV Maribor - Kainachtal 2,Maribor,Kainachtal,TieLine
2024-08-29 10:00:00+00:00,10T-AT-SI-00001T,OPPOSITE,Kainachtal - Maribor 474 400 kV Maribor - Kainachtal 2,10T-AT-SI-00002R,Kainachtal - Maribor 474,Kainachtal,Maribor,TieLine
2024-08-29 10:00:00+00:00,10T-AT-SI-00001T,OPPOSITE,Kainachtal - Maribor 474 400 kV Maribor - Kainachtal 2,10T-AT-SI-00002R,400 kV Maribor - Kainachtal 2,Maribor,Kainachtal,TieLine
2024-08-29 10:00:00+00:00,14T-38220-EH0425,DIRECT,,,,,,
2024-08-29 10:00:00+00:00,14T-38220-WT041O,OPPOSITE,Leupolz - Westtirol 412 Leupolz - Westtirol FUESSN O,10T-AT-DE-10007U,Leupolz - Westtirol 412,Leupolz,Westtirol,TieLine
2024-08-29 10:00:00+00:00,14T-38220-WT041O,OPPOSITE,Leupolz - Westtirol 412 Leupolz - Westtirol FUESSN O,10T-AT-DE-10007U,Leupolz - Westtirol FUESSN O,Leupolz,Westtirol,TieLine
2024-08-29 10:00:00+00:00,14T-38220-ZZ041D,DIRECT,Zell am Ziller 1 - Zell am Ziller 2 ZZRHU42,14T-38220-ZZ042B,Zell am Ziller 1 - Zell am Ziller 2 ZZRHU42,Zell am Ziller 1,Zell am Ziller 2,Transformer
2024-08-29 10:00:00+00:00,10T-BE-NL-00003E,OPPOSITE,Rilland - Zandvliet 380 White/30 Rilland - Zandvliet 380 White/30,10T-BE-NL-00004C,Rilland - Zandvliet 380 White/30,Zandvliet,Rilland,TieLine
2024-08-29 10:00:00+00:00,10T-BE-NL-00003E,OPPOSITE,Rilland - Zandvliet 380 White/30 Rilland - Zandvliet 380 White/30,10T-BE-NL-00004C,Rilland - Zandvliet 380 White/30,Rilland,Zandvliet,TieLine
2024-08-29 10:00:00+00:00,22T-BE-IN-LI0130,DIRECT,Avelgem - Horta 380.102,22T20161020---1E,Avelgem - Horta 380.102,Avelgem,Horta,Line
2024-08-29 10:00:00+00:00,22T-BE-IN-LI0130,DIRECT,PST Van Eyck 2,22T-BE-PST--002U,PST Van Eyck 2,Van Eyck,Van Eyck,PST
2024-08-29 10:00:00+00:00,22T-BE-IN-LI0130,OPPOSITE,Avelgem - Horta 380.102,22T20161020---1E,Avelgem - Horta 380.102,Avelgem,Horta,Line
2024-08-29 10:00:00+00:00,22T-BE-IN-LI0130,OPPOSITE,Lixhe - Van Eyck 380.91 Alegro HVDC,22T20180102---2W,Lixhe - Van Eyck 380.91,Lixhe,Van Eyck,Line
2024-08-29 10:00:00+00:00,22T-BE-IN-LI0130,OPPOSITE,Lixhe - Van Eyck 380.91 Alegro HVDC,22T201903146---W,NA,NA,NA,
2024-08-29 10:00:00+00:00,22T-BE-IN-LI0130,OPPOSITE,PST Van Eyck 2,22T-BE-PST--002U,PST Van Eyck 2,Van Eyck,Van Eyck,PST
2024-08-29 10:00:00+00:00,22T-BE-IN-LI018R,DIRECT,Y-Van Eyck (-Andre Dumont - Gramme) 380.12 Y-Andre Dumont (-Gramme - Van Eyck) 380.12 Y-Gramme (-Andre Dumont - Van Eyck) 380.12,22T20161020---48,Y-Van Eyck (-Andre Dumont - Gramme) 380.12,Van Eyck,Zuttendaal,Line
2024-08-29 10:00:00+00:00,22T-BE-IN-LI018R,DIRECT,Y-Van Eyck (-Andre Dumont - Gramme) 380.12 Y-Andre Dumont (-Gramme - Van Eyck) 380.12 Y-Gramme (-Andre Dumont - Van Eyck) 380.12,22T20161020---48,Y-Andre Dumont (-Gramme - Van Eyck) 380.12,Andre Dumont,Zuttendaal,Line
2024-08-29 10:00:00+00:00,22T-BE-IN-LI018R,DIRECT,Y-Van Eyck (-Andre Dumont - Gramme) 380.12 Y-Andre Dumont (-Gramme - Van Eyck) 380.12 Y-Gramme (-Andre Dumont - Van Eyck) 380.12,22T20161020---48,Y-Gramme (-Andre Dumont - Van Eyck) 380.12,Gramme,Zuttendaal,Line
2024-08-29 10:00:00+00:00,10T-BE-NL-00001I,DIRECT,Y-Bruegel (-Courcelles - Drogenbos) 380.33 Y-Courcelles (-Bruegel - Drogenbos) 380.33 Y-Drogenbos (-Bruegel - Courcelles) 380.33,22T-BE-IN-LI0017,Y-Bruegel (-Courcelles - Drogenbos) 380.33,Bruegel,Mekingen,Line
