hour,eic,direction,cont_name,branch_eic,branch_name,substation_from,substation_to,element_type
2024-08-28 22:00:00+00:00,10T-AT-SI-00003P,DIRECT,Kainachtal - Obersielach 471,14T-380-0-00471D,Kainachtal - Obersielach 471,Kainachtal,Obersielach,Line
2024-08-28 22:00:00+00:00,10T-AT-SI-00003P,DIRECT,Kainachtal - Maribor 473 400 kV Maribor - Kainachtal 1,10T-AT-SI-00001T,Kainachtal - Maribor 473,Kainachtal,Maribor,TieLine
2024-08-28 22:00:00+00:00,10T-AT-SI-00003P,DIRECT,Kainachtal - Maribor 473 400 kV Maribor - Kainachtal 1,10T-AT-SI-00001T,400 kV Maribor - Kainachtal 1,Maribor,Kainachtal,TieLine
2024-08-28 22:00:00+00:00,10T-AT-SI-00003P,DIRECT,400 kV Cirkovce - Podlog,28T000000000301K,400 kV Cirkovce - Podlog,Cirkovce,Podlog,Line
2024-08-28 22:00:00+00:00,10T-AT-SI-00003P,OPPOSITE,400 kV Cirkovce - Podlog,28T000000000301K,400 kV Cirkovce - Podlog,Cirkovce,Podlog,Line
2024-08-28 22:00:00+00:00,10T-AT-SI-00003P,DIRECT,400 kV Cirkovce - Krsko,28T000000000300M,400 kV Cirkovce - Krsko,Cirkovce,Krsko,Line
2024-08-28 22:00:00+00:00,10T-AT-DE-000037,DIRECT,Pirach Neu - Pleinting 296/257 Pirach Neu - Pirach 296/257,11T0-0000-2108-O,Pirach Neu - Pleinting 296/257,Pirach Neu,Pleinting,Line
2024-08-28 22:00:00+00:00,10T-AT-DE-000037,DIRECT,Pirach Neu - Pleinting 296/257 Pirach Neu - Pirach 296/257,11T0-0000-2108-O,Pirach Neu - Pirach 296/257,Pirach Neu,Pirach,Line
2024-08-28 22:00:00+00:00,14T-220-0-0273BO,DIRECT,Strass - Thaur 274B,14T-220-0-0274BL,Strass - Thaur 274B,Strass,Thaur,Line
2024-08-28 22:00:00+00:00,10T-AT-CZ-00003X,OPPOSITE,Slavetice - Durnrohr - V438  Duernrohr 1 - Slavetice 438,10T-AT-CZ-00004V,Slavetice - Durnrohr - V438,Slavetice,Durnrohr,TieLine
2024-08-28 22:00:00+00:00,10T-AT-CZ-00003X,OPPOSITE,Slavetice - Durnrohr - V438  Duernrohr 1 - Slavetice 438,10T-AT-CZ-00004V,Duernrohr 1 - Slavetice 438,Duernrohr 1,Slavetice,TieLine
2024-08-28 22:00:00+00:00,10T-AT-SI-00001T,DIRECT,Kainachtal - Maribor 474 400 kV Maribor - Kainachtal 2,10T-AT-SI-00002R,Kainachtal - Maribor 474,Kainachtal,Maribor,TieLine
2024-08-28 22:00:00+00:00,10T-AT-SI-00001T,DIRECT,Kainachtal - Maribor 474 400 kV Maribor - Kainachtal 2,10T-AT-SI-00002R,400 kV Maribor - Kainachtal 2,Maribor,Kainachtal,TieLine
2024-08-28 22:00:00+00:00,10T-AT-SI-00001T,OPPOSITE,Kainachtal - Maribor 474 400 kV Maribor - Kainachtal 2,10T-AT-SI-00002R,Kainachtal - Maribor 474,Kainachtal,Maribor,TieLine
2024-08-28 22:00:00+00:00,10T-AT-SI-00001T,OPPOSITE,Kainachtal - Maribor 474 400 kV Maribor - Kainachtal 2,10T-AT-SI-00002R,400 kV Maribor - Kainachtal 2,Maribor,Kainachtal,TieLine
2024-08-28 22:00:00+00:00,14T-38220-WT041O,OPPOSITE,Westtirol 2 - Voehringen 411 Westtirol - Voehringen FUESSN W,10T1001C--00037V,Westtirol 2 - Voehringen 411,Westtirol 2,Voehringen,TieLine
2024-08-28 22:00:00+00:00,14T-38220-WT041O,OPPOSITE,Westtirol 2 - Voehringen 411 Westtirol - Voehringen FUESSN W,10T1001C--00037V,Westtirol - Voehringen FUESSN W,Westtirol,Voehringen,TieLine
2024-08-28 22:00:00+00:00,14T-38220-WT041O,OPPOSITE,Buers - Westtirol ws (421) Westtirol 1 - Buers 421,10T-AT-DE-000053,Buers - Westtirol ws (421),Buers,Westtirol,TieLine
2024-08-28 22:00:00+00:00,14T-38220-WT041O,OPPOSITE,Buers - Westtirol ws (421) Westtirol 1 - Buers 421,10T-AT-DE-000053,Westtirol 1 - Buers 421,Buers,Westtirol,TieLine
2024-08-28 22:00:00+00:00,14T-38220-ZZ041D,DIRECT,Zell am Ziller 1 - Zell am Ziller 2 ZZRHU42,14T-38220-ZZ042B,Zell am Ziller 1 - Zell am Ziller 2 ZZRHU42,Zell am Ziller 1,Zell am Ziller 2,Transformer
2024-08-28 22:00:00+00:00,10T-BE-FR-000015,DIRECT,Avelgem - Horta 380.102,22T20161020---1E,Avelgem - Horta 380.102,Avelgem,Horta,Line
2024-08-28 22:00:00+00:00,10T-BE-FR-000015,OPPOSITE,Avelgem - Horta 380.102,22T20161020---1E,Avelgem - Horta 380.102,Avelgem,Horta,Line
2024-08-28 22:00:00+00:00,10T-BE-FR-000015,OPPOSITE,Lixhe - Van Eyck 380.91 Alegro HVDC,22T20180102---2W,Lixhe - Van Eyck 380.91,Lixhe,Van Eyck,Line
2024-08-28 22:00:00+00:00,10T-BE-FR-000015,OPPOSITE,Lixhe - Van Eyck 380.91 Alegro HVDC,22T201903146---W,NA,NA,NA,
2024-08-28 22:00:00+00:00,10T-BE-FR-000015,OPPOSITE,PST Van Eyck 2,22T-BE-PST--002U,PST Van Eyck 2,Van Eyck,Van Eyck,PST
2024-08-28 22:00:00+00:00,22T-BE-IN-LI018R,DIRECT,Y-Van Eyck (-Andre Dumont - Gramme) 380.12 Y-Andre Dumont (-Gramme - Van Eyck) 380.12 Y-Gramme (-Andre Dumont - Van Eyck) 380.12,22T20161020---48,Y-Van Eyck (-Andre Dumont - Gramme) 380.12,Van Eyck,Zuttendaal,Line
2024-08-28 22:00:00+00:00,22T-BE-IN-LI018R,DIRECT,Y-Van Eyck (-Andre Dumont - Gramme) 380.12 Y-Andre Dumont (-Gramme - Van Eyck) 380.12 Y-Gramme (-Andre Dumont - Van Eyck) 380.12,22T20161020---48,Y-Andre Dumont (-Gramme - Van Eyck) 380.12,Andre Dumont,Zuttendaal,Line
2024-08-28 22:00:00+00:00,22T-BE-IN-LI018R,DIRECT,Y-Van Eyck (-Andre Dumont - Gramme) 380.12 Y-Andre Dumont (-Gramme - Van Eyck) 380.12 Y-Gramme (-Andre Dumont - Van Eyck) 380.12,22T20161020---48,Y-Gramme (-Andre Dumont - Van Eyck) 380.12,Gramme,Zuttendaal,Line
2024-08-28 22:00:00+00:00,22T-BE-PST--001W,DIRECT,PST Van Eyck 2,22T-BE-PST--002U,PST Van Eyck 2,Van Eyck,Van Eyck,PST
2024-08-28 22:00:00+00:00,22T-BE-PST--002U,DIRECT,Achene - Lonny 380.19 Achene - Lonny 19,10T-BE-FR-000015,Achene - Lonny 380.19,Achene,Lonny,TieLine
2024-08-28 22:00:00+00:00,22T-BE-PST--002U,DIRECT,Achene - Lonny 380.19 Achene - Lonny 19,10T-BE-FR-000015,Achene - Lonny 19,Achene,Lonny,TieLine
2024-08-28 22:00:00+00:00,22T-BE-PST--002U,DIRECT,Y-Bruegel (-Mercator - Verbrande Brug) 380.36 Y-Mercator (-Bruegel - Verbrande Brug) 380.36 Y-Verbrande Brug (-Bruegel - Mercator) 380.36,22T-BE-IN-LI006Y,Y-Bruegel (-Mercator - Verbrande Brug) 380.36,Bruegel,Buggenhout,Line
2024-08-28 22:00:00+00:00,22T-BE-PST--002U,DIRECT,Y-Bruegel (-Mercator - Verbrande Brug) 380.36 Y-Mercator (-Bruegel - Verbrande Brug) 380.36 Y-Verbrande Brug (-Bruegel - Mercator) 380.36,22T-BE-IN-LI006Y,Y-Mercator (-Bruegel - Verbrande Brug) 380.36,Mercator,Buggenhout,Line
2024-08-28 22:00:00+00:00,22T-BE-PST--002U,DIRECT,Y-Bruegel (-Mercator - Verbrande Brug) 380.36 Y-Mercator (-Bruegel - Verbrande Brug) 380.36 Y-Verbrande Brug (-Bruegel - Mercator) 380.36,22T-BE-IN-LI006Y,Y-Verbrande Brug (-Bruegel - Mercator) 380.36,Verbrande Brug,Buggenhout,Line
2024-08-28 22:00:00+00:00,22T-BE-PST--002U,DIRECT,PST Van Eyck 1,22T-BE-PST--001W,PST Van Eyck 1,Van Eyck,Van Eyck,PST
2024-08-28 22:00:00+00:00,22T-BE-PST--002U,OPPOSITE,Y-Bruegel (-Courcelles - Drogenbos) 380.33 Y-Courcelles (-Bruegel - Drogenbos) 380.33 Y-Drogenbos (-Bruegel - Courcelles) 380.33,22T-BE-IN-LI0017,Y-Bruegel (-Courcelles - Drogenbos) 380.33,Bruegel,Mekingen,Line
2024-08-28 22:00:00+00:00,22T-BE-PST--002U,OPPOSITE,Y-Bruegel (-Courcelles - Drogenbos) 380.33 Y-Courcelles (-Bruegel - Drogenbos) 380.33 Y-Drogenbos (-Bruegel - Courcelles) 380.33,22T-BE-IN-LI0017,Y-Courcelles (-Bruegel - Drogenbos) 380.33,Courcelles,Mekingen,Line
2024-08-28 22:00:00+00:00,22T-BE-PST--002U,OPPOSITE,Y-Bruegel (-Courcelles - Drogenbos) 380.33 Y-Courcelles (-Bruegel - Drogenbos) 380.33 Y-Drogenbos (-Bruegel - Courcelles) 380.33,22T-BE-IN-LI0017,Y-Drogenbos (-Bruegel - Courcelles) 380.33,Drogenbos,Mekingen,Line
2024-08-28 22:00:00+00:00,22T-BE-PST--002U,OPPOSITE,Gramme - Achene 380.10,22T-BE-IN-LI0130,Gramme - Achene 380.10,Achene,Gramme,Line
2024-08-28 22:00:00+00:00,22T-BE-PST--002U,OPPOSITE,PST Van Eyck 1,22T-BE-PST--001W,PST Van Eyck 1,Van Eyck,Van Eyck,PST
2024-08-28 22:00:00+00:00,22T-BE-IN-LI02AK,DIRECT,Doel - Zandvliet 380.26,22T20170512----9,Doel - Zandvliet 380.26,Doel,Zandvliet,Line
2024-08-28 22:00:00+00:00,22T-BE-PST--002U,DIRECT,Alegro HVDC,22T201903146---W,NA,NA,NA,
2024-08-28 22:00:00+00:00,22T-BE-PST--002U,OPPOSITE,Alegro HVDC,22T201903146---W,NA,NA,NA,
2024-08-28 22:00:00+00:00,10T-CZ-SK-00001Y,DIRECT,Nosovice - Varin  Nosovice - Varin,10T-CZ-SK-00002W,Nosovice - Varin,Nosovice,Varin,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00001Y,DIRECT,Nosovice - Varin  Nosovice - Varin,10T-CZ-SK-00002W,Nosovice - Varin,Nosovice,Varin,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00001Y,OPPOSITE,Nosovice - Varin  Nosovice - Varin,10T-CZ-SK-00002W,Nosovice - Varin,Nosovice,Varin,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00001Y,OPPOSITE,Nosovice - Varin  Nosovice - Varin,10T-CZ-SK-00002W,Nosovice - Varin,Nosovice,Varin,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00002W,DIRECT,Krizovany - Sokolnice Sokolnice - Krizovany,10T-CZ-SK-00003U,Krizovany - Sokolnice,Krizovany,Sokolnice,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00002W,DIRECT,Krizovany - Sokolnice Sokolnice - Krizovany,10T-CZ-SK-00003U,Sokolnice - Krizovany,Sokolnice,Krizovany,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00002W,OPPOSITE,Krizovany - Sokolnice Sokolnice - Krizovany,10T-CZ-SK-00003U,Krizovany - Sokolnice,Krizovany,Sokolnice,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00002W,OPPOSITE,Krizovany - Sokolnice Sokolnice - Krizovany,10T-CZ-SK-00003U,Sokolnice - Krizovany,Sokolnice,Krizovany,TieLine
2024-08-28 22:00:00+00:00,10T1001C--001223,DIRECT,Sokolnice - Zaya - V243 Zaya - Sokolnice 243,10T1001C--001215,Sokolnice - Zaya - V243,Sokolnice,Zaya,TieLine
2024-08-28 22:00:00+00:00,10T1001C--001223,DIRECT,Sokolnice - Zaya - V243 Zaya - Sokolnice 243,10T1001C--001215,Zaya - Sokolnice 243,Zaya,Sokolnice,TieLine
2024-08-28 22:00:00+00:00,10T1001C--001223,OPPOSITE,Sokolnice - Zaya - V243 Zaya - Sokolnice 243,10T1001C--001215,Sokolnice - Zaya - V243,Sokolnice,Zaya,TieLine
2024-08-28 22:00:00+00:00,10T1001C--001223,OPPOSITE,Sokolnice - Zaya - V243 Zaya - Sokolnice 243,10T1001C--001215,Zaya - Sokolnice 243,Zaya,Sokolnice,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00003U,DIRECT,Nosovice - Varin  Nosovice - Varin,10T-CZ-SK-00002W,Nosovice - Varin,Nosovice,Varin,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00003U,DIRECT,Nosovice - Varin  Nosovice - Varin,10T-CZ-SK-00002W,Nosovice - Varin,Nosovice,Varin,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00003U,OPPOSITE,Nosovice - Varin  Nosovice - Varin,10T-CZ-SK-00002W,Nosovice - Varin,Nosovice,Varin,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00003U,OPPOSITE,Nosovice - Varin  Nosovice - Varin,10T-CZ-SK-00002W,Nosovice - Varin,Nosovice,Varin,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00003U,DIRECT,Sokolnice - Stupava  Sokolnice - Stupava,10T-CZ-SK-00005Q,Sokolnice - Stupava,Sokolnice,Stupava,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00003U,DIRECT,Sokolnice - Stupava  Sokolnice - Stupava,10T-CZ-SK-00005Q,Sokolnice - Stupava,Stupava,Sokolnice,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00003U,OPPOSITE,Sokolnice - Stupava  Sokolnice - Stupava,10T-CZ-SK-00005Q,Sokolnice - Stupava,Sokolnice,Stupava,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00003U,OPPOSITE,Sokolnice - Stupava  Sokolnice - Stupava,10T-CZ-SK-00005Q,Sokolnice - Stupava,Stupava,Sokolnice,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-SK-00003U,DIRECT,H. Zivotice - Krasikov,27T-TLI-V458---B,H. Zivotice - Krasikov,H. Zivotice,Krasikov,Line
2024-08-28 22:00:00+00:00,10T-CZ-SK-00003U,OPPOSITE,H. Zivotice - Krasikov,27T-TLI-V458---B,H. Zivotice - Krasikov,H. Zivotice,Krasikov,Line
2024-08-28 22:00:00+00:00,10T-CZ-DE-00001W,OPPOSITE,Prestice - Etzenricht  Etzenricht - Prestice 442,10T-CZ-DE-00004Q,Prestice - Etzenricht,Prestice,Etzenricht,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-DE-00001W,OPPOSITE,Prestice - Etzenricht  Etzenricht - Prestice 442,10T-CZ-DE-00004Q,Etzenricht - Prestice 442,Etzenricht,Prestice,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-DE-00004Q,OPPOSITE,Hradec - Etzenricht  Etzenricht - Hradec 441,10T-CZ-DE-00001W,Hradec - Etzenricht,Hradec,Etzenricht,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-DE-00004Q,OPPOSITE,Hradec - Etzenricht  Etzenricht - Hradec 441,10T-CZ-DE-00001W,Etzenricht - Hradec 441,Etzenricht,Hradec,TieLine
2024-08-28 22:00:00+00:00,11TD2L000000003L,DIRECT,Altheim - Sittling 220,11TD2L000000004J,Altheim - Sittling 220,Altheim,Sittling,Line
2024-08-28 22:00:00+00:00,11TD2L000000003L,OPPOSITE,Altheim - Sittling 220,11TD2L000000004J,Altheim - Sittling 220,Altheim,Sittling,Line
2024-08-28 22:00:00+00:00,11T0-0000-0781-W,DIRECT,Y-Oberzier (-Paffendorf - Sechtem) SECHTM S Y-Paffendorf (-Oberzier - Sechtem) SECHTM S Y-Sechtem (-Oberzier - Paffendorf) SECHTM S,11T0-0000-0782-T,Y-Oberzier (-Paffendorf - Sechtem) SECHTM S,Oberzier,Y-Paffendorf,Line
2024-08-28 22:00:00+00:00,11T0-0000-0781-W,DIRECT,Y-Oberzier (-Paffendorf - Sechtem) SECHTM S Y-Paffendorf (-Oberzier - Sechtem) SECHTM S Y-Sechtem (-Oberzier - Paffendorf) SECHTM S,11T0-0000-0815-6,Y-Paffendorf (-Oberzier - Sechtem) SECHTM S,Paffendorf,Y-Paffendorf,Line
2024-08-28 22:00:00+00:00,11T0-0000-0781-W,DIRECT,Y-Oberzier (-Paffendorf - Sechtem) SECHTM S Y-Paffendorf (-Oberzier - Sechtem) SECHTM S Y-Sechtem (-Oberzier - Paffendorf) SECHTM S,11T0-0000-0849-J,Y-Sechtem (-Oberzier - Paffendorf) SECHTM S,Sechtem,Y-Paffendorf,Line
2024-08-28 22:00:00+00:00,10T-DE-NL-00005N,DIRECT,Alegro HVDC,22T201903146---W,NA,NA,NA,
2024-08-28 22:00:00+00:00,10T-DE-NL-00005N,DIRECT,Ensdorf - Vigy VIGY2 S Ensdorf - Vigy VIGY2 S,10T-DE-FR-000068,Ensdorf - Vigy VIGY2 S,Ensdorf,Vigy,TieLine
2024-08-28 22:00:00+00:00,10T-DE-NL-00005N,DIRECT,Ensdorf - Vigy VIGY2 S Ensdorf - Vigy VIGY2 S,10T-DE-FR-000068,Ensdorf - Vigy VIGY2 S,Ensdorf,Vigy,TieLine
2024-08-28 22:00:00+00:00,10T-DE-NL-00005N,DIRECT,Gramme - Achene 380.10,22T-BE-IN-LI0130,Gramme - Achene 380.10,Achene,Gramme,Line
2024-08-28 22:00:00+00:00,10T-DE-NL-00005N,DIRECT,Boxmeer - Dodewaard 380 Zwart,49T000000000006C,Boxmeer - Dodewaard 380 Zwart,Boxmeer,Dodewaard,Line
2024-08-28 22:00:00+00:00,10T-DE-NL-00005N,DIRECT,Maasbracht - Dodewaard 380 Wit,49T000000000013F,Maasbracht - Dodewaard 380 Wit,Dodewaard,Maasbracht,Line
2024-08-28 22:00:00+00:00,10T-DE-NL-00005N,DIRECT,Avelgem - Horta 380.102,22T20161020---1E,Avelgem - Horta 380.102,Avelgem,Horta,Line
2024-08-28 22:00:00+00:00,10T-DE-FR-000068,OPPOSITE,Ensdorf - Vigy VIGY1 N Ensdorf - Vigy VIGY1 N,10T-DE-FR-00005A,Ensdorf - Vigy VIGY1 N,Ensdorf,Vigy,TieLine
2024-08-28 22:00:00+00:00,10T-DE-FR-000068,OPPOSITE,Ensdorf - Vigy VIGY1 N Ensdorf - Vigy VIGY1 N,10T-DE-FR-00005A,Ensdorf - Vigy VIGY1 N,Ensdorf,Vigy,TieLine
2024-08-28 22:00:00+00:00,10T-DE-FR-000068,DIRECT,Ensdorf - Vigy VIGY1 N Ensdorf - Vigy VIGY1 N,10T-DE-FR-00005A,Ensdorf - Vigy VIGY1 N,Ensdorf,Vigy,TieLine
2024-08-28 22:00:00+00:00,10T-DE-FR-000068,DIRECT,Ensdorf - Vigy VIGY1 N Ensdorf - Vigy VIGY1 N,10T-DE-FR-00005A,Ensdorf - Vigy VIGY1 N,Ensdorf,Vigy,TieLine
2024-08-28 22:00:00+00:00,11T0-0000-0781-W,DIRECT,PST Oberzier TR 442 E,11T0-0000-2133-R,PST Oberzier TR 442 E,Oberzier,Oberzier,PST
2024-08-28 22:00:00+00:00,10T-CZ-DE-00002U,OPPOSITE,Hradec - Rohrsdorf - V446  Hradec - Rohrsdorf 446,10T-CZ-DE-00003S,Hradec - Rohrsdorf - V446,Hradec,Rohrsdorf,TieLine
2024-08-28 22:00:00+00:00,10T-CZ-DE-00002U,OPPOSITE,Hradec - Rohrsdorf - V446  Hradec - Rohrsdorf 446,10T-CZ-DE-00003S,Hradec - Rohrsdorf 446,Hradec,Rohrsdorf,TieLine
2024-08-28 22:00:00+00:00,11T0-0000-0011-L,DIRECT,,,,,,
2024-08-28 22:00:00+00:00,11T0-0000-0013-F,DIRECT,Hagenwerder - Mikulowa 567 Mikulowa - Hagenwerder 567,10T-DE-PL-00002B,Hagenwerder - Mikulowa 567,Hagenwerder,Mikulowa,TieLine
2024-08-28 22:00:00+00:00,11T0-0000-0013-F,DIRECT,Hagenwerder - Mikulowa 567 Mikulowa - Hagenwerder 567,10T-DE-PL-00002B,Mikulowa - Hagenwerder 567,Mikulowa 567,Hagenwerder,TieLine
2024-08-28 22:00:00+00:00,11TD8L555------W,OPPOSITE,Dresden/Sued - Schmoelln 556,11TD8L556------O,Dresden/Sued - Schmoelln 556,Dresden/Sued,Schmoelln,Line
2024-08-28 22:00:00+00:00,10T-HR-SI-000022,OPPOSITE,,,,,,
2024-08-28 22:00:00+00:00,10T-HR-SI-000022,DIRECT,Melina - Divaca 400 kV Divaca - Melina,10T-HR-SI-000014,Melina - Divaca,Melina,Divaca,TieLine
2024-08-28 22:00:00+00:00,10T-HR-SI-000022,DIRECT,Melina - Divaca 400 kV Divaca - Melina,10T-HR-SI-000014,400 kV Divaca - Melina,Divaca,Melina,TieLine
2024-08-28 22:00:00+00:00,10T-HR-SI-000022,OPPOSITE,Melina - Divaca 400 kV Divaca - Melina,10T-HR-SI-000014,Melina - Divaca,Melina,Divaca,TieLine
2024-08-28 22:00:00+00:00,10T-HR-SI-000022,OPPOSITE,Melina - Divaca 400 kV Divaca - Melina,10T-HR-SI-000014,400 kV Divaca - Melina,Divaca,Melina,TieLine
2024-08-28 22:00:00+00:00,10T-HR-HU-000033,OPPOSITE,Pecs - Ernestinovo2 491B Ernestinovo - Pecs 2,10T-HR-HU-000041,Pecs - Ernestinovo2 491B,Pecs,Ernestinovo,TieLine
2024-08-28 22:00:00+00:00,10T-HR-HU-000033,OPPOSITE,Pecs - Ernestinovo2 491B Ernestinovo - Pecs 2,10T-HR-HU-000041,Ernestinovo - Pecs 2,Ernestinovo,Pecs 2,TieLine
2024-08-28 22:00:00+00:00,10T-HR-SI-000014,DIRECT,,,,,,
2024-08-28 22:00:00+00:00,10T-HR-SI-000014,DIRECT,Pehlin - Divaca 220kV Divaca - Pehlin,10T-HR-SI-000022,Pehlin - Divaca,Pehlin,Divaca,TieLine
2024-08-28 22:00:00+00:00,10T-HR-SI-000014,DIRECT,Pehlin - Divaca 220kV Divaca - Pehlin,10T-HR-SI-000022,220kV Divaca - Pehlin,Divaca,Pehlin,TieLine
2024-08-28 22:00:00+00:00,10T-HR-SI-00004Z,OPPOSITE,Tumbri - Krsko 2 400 kV Krsko - Tumbri 2,10T-HR-SI-00005X,Tumbri - Krsko 2,Tumbri,Krsko,TieLine
2024-08-28 22:00:00+00:00,10T-HR-SI-00004Z,OPPOSITE,Tumbri - Krsko 2 400 kV Krsko - Tumbri 2,10T-HR-SI-00005X,400 kV Krsko - Tumbri 2,Krsko,Tumbri,TieLine
2024-08-28 22:00:00+00:00,15T-M000002791-J,DIRECT,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-28 22:00:00+00:00,15T-M000002791-J,DIRECT,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-28 22:00:00+00:00,10T-HU-UA-00002F,DIRECT,Szabolcsbaka - Mukachevo,10T1001C--000421,Szabolcsbaka - Mukachevo,Szabolcsbaka,Mukachevo,TieLine
2024-08-28 22:00:00+00:00,10T-HU-UA-00002F,OPPOSITE,Szabolcsbaka - Mukachevo,10T1001C--000421,Szabolcsbaka - Mukachevo,Szabolcsbaka,Mukachevo,TieLine
2024-08-28 22:00:00+00:00,10T1001C--00056R,DIRECT,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-28 22:00:00+00:00,10T1001C--00056R,DIRECT,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-28 22:00:00+00:00,10T1001C--00056R,OPPOSITE,Gonyu - Gyor,15T-M000002791-J,Gonyu - Gyor,Gonyu,Gyor,Line
2024-08-28 22:00:00+00:00,10T1001C--00056R,OPPOSITE,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-28 22:00:00+00:00,10T1001C--00056R,OPPOSITE,Gabcikovo - Gyor Gabcikovo - Gyor,10T-HU-SK-00002R,Gabcikovo - Gyor,Gabcikovo,Gyor,TieLine
2024-08-28 22:00:00+00:00,10T1001C--00101B,DIRECT,Zerjavinec - Heviz Zerjavinec - Heviz,10T-HR-HU-000025,Zerjavinec - Heviz,Zerjavinec,Heviz,TieLine
2024-08-28 22:00:00+00:00,10T1001C--00101B,DIRECT,Zerjavinec - Heviz Zerjavinec - Heviz,10T-HR-HU-000025,Zerjavinec - Heviz,Zerjavinec,Heviz,TieLine
2024-08-28 22:00:00+00:00,10T1001C--00101B,OPPOSITE,Zerjavinec - Heviz Zerjavinec - Heviz,10T-HR-HU-000025,Zerjavinec - Heviz,Zerjavinec,Heviz,TieLine
2024-08-28 22:00:00+00:00,10T1001C--00101B,OPPOSITE,Zerjavinec - Heviz Zerjavinec - Heviz,10T-HR-HU-000025,Zerjavinec - Heviz,Zerjavinec,Heviz,TieLine
2024-08-28 22:00:00+00:00,10T-DE-NL-00002T,DIRECT,Gronau - Hanekenfaehr GRONAU W,11T0-0000-0617-A,Gronau - Hanekenfaehr GRONAU W,Gronau,Hanekenfaehr,Line
2024-08-28 22:00:00+00:00,10T-DE-NL-00002T,DIRECT,Y-Doerpen West (-Meppen - Niederlangen) EMSLD OW Y-Niederlangen (-Meppen - Doerpen West) EMSLD OW Y-Meppen (-Doerpen West - Niederlangen) EMSLD OW Meppen - Niederlangen - Doerpen West EMSLD OW,11T0-0000-0990-L,Y-Doerpen West (-Meppen - Niederlangen) EMSLD OW,Doerpen West,Y Niederlangen,Line
2024-08-28 22:00:00+00:00,10T-DE-NL-00002T,DIRECT,Y-Doerpen West (-Meppen - Niederlangen) EMSLD OW Y-Niederlangen (-Meppen - Doerpen West) EMSLD OW Y-Meppen (-Doerpen West - Niederlangen) EMSLD OW Meppen - Niederlangen - Doerpen West EMSLD OW,11T0-0000-0991-I,Y-Niederlangen (-Meppen - Doerpen West) EMSLD OW,Niederlangen,Y Niederlangen,Line
2024-08-28 22:00:00+00:00,10T-DE-NL-00002T,DIRECT,Y-Doerpen West (-Meppen - Niederlangen) EMSLD OW Y-Niederlangen (-Meppen - Doerpen West) EMSLD OW Y-Meppen (-Doerpen West - Niederlangen) EMSLD OW Meppen - Niederlangen - Doerpen West EMSLD OW,11T-D2-D7-00001H,Y-Meppen (-Doerpen West - Niederlangen) EMSLD OW,Meppen,Y Niederlangen,Line
2024-08-28 22:00:00+00:00,10T-DE-NL-00002T,DIRECT,Y-Doerpen West (-Meppen - Niederlangen) EMSLD OW Y-Niederlangen (-Meppen - Doerpen West) EMSLD OW Y-Meppen (-Doerpen West - Niederlangen) EMSLD OW Meppen - Niederlangen - Doerpen West EMSLD OW,11T-D2-D7-00001H,NA,NA,NA,
2024-08-28 22:00:00+00:00,10T-DE-NL-00005N,DIRECT,Gronau - Kusenhorst HAMALD,11T0-0000-0618-7,Gronau - Kusenhorst HAMALD,Gronau,Kusenhorst,Line
2024-08-28 22:00:00+00:00,49T000000000000O,DIRECT,Zwolle - Hengelo 380 Zwart,49T000000000031D,Zwolle - Hengelo 380 Zwart,Zwolle,Hengelo,Line
